locale	ui_path	surface	target_text	placeholders	source_style_guide	source_phrasebook	review_focus	native_review_status	reviewer_notes
ar	settings.themeModeSummaryTemplate	settings	المظهر الحالي: {label}	{label}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	settings.themeModeTitle	settings	المظهر		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.themeSystemLabel	settings	اتبع إعداد الجهاز		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	settings.title	settings	الإعدادات		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.dashboard.completedQuestions	studyEntryPoints	أسئلة منجزة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.dashboard.correctAnswers	studyEntryPoints	إجابات صحيحة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.dashboard.currentStreak	studyEntryPoints	أيام متتالية من التدريب		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.dashboard.eyebrow	studyEntryPoints	التقدم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.dashboard.reviewQueue	studyEntryPoints	أسئلة تحتاج إلى مراجعة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.dashboard.sparseDataNote	studyEntryPoints	تصبح هذه الخلاصة أكثر فائدة بعد إجابات أكثر. لا تعاملها كتقييم رسمي.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.dashboard.subtitle	studyEntryPoints	اعرف ما أنجزته والموضوعات التي تستحق الرجوع إليها.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.dashboard.title	studyEntryPoints	تقدمك		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.feedback.correct	studyEntryPoints	إجابة صحيحة.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.feedback.correctAnswerLabel	studyEntryPoints	الإجابة الصحيحة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.feedback.encouragement	studyEntryPoints	لا بأس، يساعدك الشرح على تذكّر الفكرة.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.feedback.explanationTitle	studyEntryPoints	شرح الإجابة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.feedback.incorrect	studyEntryPoints	لم تكن الإجابة صحيحة هذه المرة.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.feedback.sourceCitationLabel	studyEntryPoints	مادة مرجعية		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.feedback.yourAnswerLabel	studyEntryPoints	إجابتك		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.browseChapters	studyEntryPoints	تصفح الأقسام		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.browseChaptersAccessibilityLabel	studyEntryPoints	تصفح كل الأقسام		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.dailyPracticeTextTemplate	studyEntryPoints	أجبت اليوم عن {completed} من {goal} سؤالًا.	{completed},{goal}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.dailyPracticeTitle	studyEntryPoints	تدريب يومي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.eyebrow	studyEntryPoints	خطة الدراسة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.feedbackText	studyEntryPoints	تبقى الأسئلة المحددة والإجابات غير الصحيحة في مكان واحد مع الشرح والمصدر.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.feedbackTitle	studyEntryPoints	احتفظ بما يحتاج إلى مراجعة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.readinessSparseNote	studyEntryPoints	هذا مجرد دعم دراسي بناءً على إجاباتك الحالية. يصبح أكثر فائدة عندما تجيب عن أسئلة أكثر.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.readinessTitle	studyEntryPoints	مؤشر الاستعداد		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.startPractice	studyEntryPoints	ابدأ التدريب		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.startPracticeAccessibilityLabel	studyEntryPoints	ابدأ التدريب المقترح		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.subtitle	studyEntryPoints	تدريب يومي واختبار تجريبي ومراجعة للأخطاء وشروح قصيرة بالاستناد إلى مادة UHR المرجعية.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.home.title	studyEntryPoints	تعلّم معلومات المجتمع في السويد خطوة بخطوة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.learning.chapterCardQuestionCountTemplate	studyEntryPoints	{count} سؤالًا	{count}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.learning.chapterProgressTemplate	studyEntryPoints	أُنجز {completed} من {total}	{completed},{total}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.learning.continueLearning	studyEntryPoints	تابع التعلم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.learning.lockedReleaseNote	studyEntryPoints	هذا الإصدار اللغوي قيد الإعداد ولن يُفتح قبل اكتمال كل المراجعات.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.learning.reviewChapter	studyEntryPoints	راجع هذا القسم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.learning.startChapter	studyEntryPoints	ابدأ هذا القسم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.learning.subtitle	studyEntryPoints	تقدم حسب الموضوعات، واقرأ شروحًا قصيرة، وتدرّب بأسئلة لها مصادر.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.learning.title	studyEntryPoints	مسار التعلم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mistakes.clearReviewed	studyEntryPoints	أزل بعد الفهم		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mistakes.emptyBody	studyEntryPoints	عندما لا تكون إجابة سؤال تدريبي صحيحة، سيظهر هنا للمراجعة بهدوء.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mistakes.emptyTitle	studyEntryPoints	لا توجد أخطاء بعد		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mistakes.latestWrongAnswer	studyEntryPoints	آخر إجابة غير صحيحة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mistakes.reviewQuestion	studyEntryPoints	راجع هذا السؤال		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mistakes.savedForReview	studyEntryPoints	حُفظ للمراجعة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mistakes.subtitle	studyEntryPoints	ارجع إلى الأسئلة التي لم تكن إجابتها صحيحة واقرأ الإجابة الصحيحة والشرح والمصدر.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mistakes.title	studyEntryPoints	راجع الأخطاء		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mistakes.wrongAnswersTemplate	studyEntryPoints	إجابات غير صحيحة: {count}	{count}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.localPracticeNote	studyEntryPoints	هذه النتيجة تساعدك على الدراسة داخل التطبيق ولا يتنبأ بنتيجة رسمية.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.questionProgressTemplate	studyEntryPoints	السؤال {current} من {total}	{current},{total}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.resultSummaryTemplate	studyEntryPoints	{correct} إجابة صحيحة من {total} سؤالًا	{correct},{total}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.resultTitle	studyEntryPoints	نتيجة الاختبار التجريبي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.reviewAnswers	studyEntryPoints	راجع الإجابات والشروح		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.setupTitle	studyEntryPoints	حضّر الاختبار التجريبي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.start	studyEntryPoints	ابدأ الاختبار التجريبي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.startAccessibilityLabel	studyEntryPoints	ابدأ الاختبار التجريبي المخصص للدراسة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.submit	studyEntryPoints	أنهِ وشاهد النتيجة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.subtitle	studyEntryPoints	تدرّب بطريقة محددة بالوقت لمعرفة الموضوعات التي تحتاج إلى مراجعة. ليس اختبارًا رسميًا.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.timeRemainingTemplate	studyEntryPoints	الوقت المتبقي: {minutes} دقيقة	{minutes}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.mockExam.title	studyEntryPoints	اختبار تجريبي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.badge	studyEntryPoints	تدريب لمدة 5 دقائق		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.bookmark	studyEntryPoints	حدّد للمراجعة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.bookmarkAccessibilityLabels.add	studyEntryPoints	حدّد هذا السؤال للمراجعة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.bookmarkAccessibilityLabels.remove	studyEntryPoints	أزل تحديد هذا السؤال للمراجعة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.bookmarked	studyEntryPoints	محدد للمراجعة		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.completedQuestionsTemplate	studyEntryPoints	الأسئلة المنجزة: {count}	{count}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.emptyTitle	studyEntryPoints	لا توجد أسئلة تدريبية بعد.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.nextQuestion	studyEntryPoints	السؤال التالي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.nextQuestionAccessibilityLabel	studyEntryPoints	انتقل إلى السؤال التدريبي التالي		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.questionTitleTemplate	studyEntryPoints	السؤال {questionNumber}	{questionNumber}	docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.sourceDetailsHide	studyEntryPoints	إخفاء تفاصيل المصادر		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.sourceDetailsShow	studyEntryPoints	عن المصادر		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.subtitle	studyEntryPoints	أجب، ثم راجع الملاحظات واقرأ الإحالة إلى مادة UHR المرجعية.		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.tryAgain	studyEntryPoints	حاول مرة أخرى		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.tryAgainAccessibilityLabel	studyEntryPoints	حاول الإجابة عن هذا السؤال التدريبي مرة أخرى		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
ar	studyEntryPoints.practice.uhrSourceLabel	studyEntryPoints	مصدر UHR		docs/localization/sample-corpus/ar/style-guide.md	locales/ar/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
