locale	ui_path	surface	target_text	placeholders	source_style_guide	source_phrasebook	review_focus	native_review_status	reviewer_notes
tr	settings.themeSystemLabel	settings	Cihaz ayarını kullanın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	settings.title	settings	Ayarlar		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.dashboard.completedQuestions	studyEntryPoints	Tamamlanan sorular		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.dashboard.correctAnswers	studyEntryPoints	Doğru cevaplar		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.dashboard.currentStreak	studyEntryPoints	Üst üste çalışma günleri		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.dashboard.eyebrow	studyEntryPoints	İlerleme		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.dashboard.reviewQueue	studyEntryPoints	Tekrar edilmesi gereken sorular		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.dashboard.sparseDataNote	studyEntryPoints	Bu özet, daha fazla cevap verdikçe daha yararlı olur. Resmî bir değerlendirme olarak görülmemelidir.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.dashboard.subtitle	studyEntryPoints	Neyi tamamladığınızı ve hangi konulara geri dönmenin yararlı olacağını görün.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.dashboard.title	studyEntryPoints	İlerlemeniz		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.feedback.correct	studyEntryPoints	Doğru.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.feedback.correctAnswerLabel	studyEntryPoints	Doğru cevap		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.feedback.encouragement	studyEntryPoints	Sorun değil; açıklama konuyu hatırlamanıza yardımcı olur.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.feedback.explanationTitle	studyEntryPoints	Cevap açıklaması		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.feedback.incorrect	studyEntryPoints	Tam doğru değil.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.feedback.sourceCitationLabel	studyEntryPoints	Kaynak materyal		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.feedback.yourAnswerLabel	studyEntryPoints	Cevabınız		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.browseChapters	studyEntryPoints	Bölümleri gözden geçirin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.browseChaptersAccessibilityLabel	studyEntryPoints	Tüm bölümleri gözden geçirin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.dailyPracticeTextTemplate	studyEntryPoints	Bugün {goal} sorudan {completed} tanesini yanıtladınız.	{goal},{completed}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.dailyPracticeTitle	studyEntryPoints	Günlük alıştırma		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.eyebrow	studyEntryPoints	Çalışma planı		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.feedbackText	studyEntryPoints	İşaretlenen sorular ve yanlış cevaplar, açıklamalar ve kaynaklarla birlikte tek yerde durur.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.feedbackTitle	studyEntryPoints	Tekrar edilmesi gerekenleri saklayın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.readinessSparseNote	studyEntryPoints	Bu, yalnızca bugüne kadarki cevaplarınıza dayanan bir çalışma desteğidir. Daha fazla soru yanıtladıkça daha yararlı olur.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.readinessTitle	studyEntryPoints	Hazırlık göstergesi		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.startPractice	studyEntryPoints	Alıştırmaya başlayın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.startPracticeAccessibilityLabel	studyEntryPoints	Önerilen alıştırmaya başlayın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.subtitle	studyEntryPoints	Günlük alıştırmalar, deneme sınavı, yanlış cevap tekrarı ve UHR kaynak materyaline göre hazırlanmış kısa açıklamalar.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.home.title	studyEntryPoints	İsveç'te toplum bilgilerini adım adım öğrenin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.learning.chapterCardQuestionCountTemplate	studyEntryPoints	{count} soru	{count}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.learning.chapterProgressTemplate	studyEntryPoints	{completed}/{total} tamamlandı	{completed},{total}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.learning.continueLearning	studyEntryPoints	Öğrenmeye devam edin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.learning.lockedReleaseNote	studyEntryPoints	Bu dil sürümü hazırlanıyor. Tüm kontroller tamamlanmadan kullanıma açılmayacaktır.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.learning.reviewChapter	studyEntryPoints	Bölümü gözden geçirin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.learning.startChapter	studyEntryPoints	Bölüme başlayın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.learning.subtitle	studyEntryPoints	Konulara göre ilerleyin, kısa açıklamaları okuyun ve kaynak gösterilen sorularla alıştırma yapın.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.learning.title	studyEntryPoints	Öğrenme yolu		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mistakes.clearReviewed	studyEntryPoints	Anlaşıldığında kaldırın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mistakes.emptyBody	studyEntryPoints	Bir alıştırma sorusu doğru yanıtlanmadığında burada sakin bir tekrar için görünür.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mistakes.emptyTitle	studyEntryPoints	Henüz yanlış cevap yok		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mistakes.latestWrongAnswer	studyEntryPoints	Son yanlış cevap		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mistakes.reviewQuestion	studyEntryPoints	Bu soruyu tekrar edin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mistakes.savedForReview	studyEntryPoints	Tekrar için kaydedildi		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mistakes.subtitle	studyEntryPoints	Doğru yanıtlanmayan sorulara dönün; doğru cevabı, açıklamayı ve kaynağı okuyun.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mistakes.title	studyEntryPoints	Yanlış yaptığınız soruları gözden geçirin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mistakes.wrongAnswersTemplate	studyEntryPoints	Yanlış cevaplar: {count}	{count}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.localPracticeNote	studyEntryPoints	Bu sonuç, bu uygulamadaki çalışmanıza yardımcı olur ve resmî sonucu öngörmez.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.questionProgressTemplate	studyEntryPoints	Soru {current}/{total}	{current},{total}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.resultSummaryTemplate	studyEntryPoints	{total} sorudan {correct} tanesini doğru yanıtladınız.	{total},{correct}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.resultTitle	studyEntryPoints	Deneme sınavı sonucu		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.reviewAnswers	studyEntryPoints	Cevapları ve açıklamaları gözden geçirin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.setupTitle	studyEntryPoints	Deneme sınavını hazırlayın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.start	studyEntryPoints	Deneme sınavını başlatın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.startAccessibilityLabel	studyEntryPoints	Çalışma amaçlı deneme sınavını başlatın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.submit	studyEntryPoints	Bitirin ve sonucu görün		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.subtitle	studyEntryPoints	Süreli bir çalışma biçiminde alıştırma yapın ve hangi konuları tekrar etmeniz gerektiğini görün. Resmî bir sınav değildir.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.timeRemainingTemplate	studyEntryPoints	Kalan süre: {minutes} dakika	{minutes}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.mockExam.title	studyEntryPoints	Deneme sınavı		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.badge	studyEntryPoints	5 dakikalık alıştırma		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.bookmark	studyEntryPoints	Tekrar için işaretleyin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.bookmarkAccessibilityLabels.add	studyEntryPoints	Bu soruyu tekrar için işaretleyin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.bookmarkAccessibilityLabels.remove	studyEntryPoints	Bu sorunun işaretini kaldırın		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.bookmarked	studyEntryPoints	Tekrar için işaretlendi		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.completedQuestionsTemplate	studyEntryPoints	Tamamlanan sorular: {count}	{count}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.emptyTitle	studyEntryPoints	Henüz alıştırma sorusu yok.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.nextQuestion	studyEntryPoints	Sonraki soru		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.nextQuestionAccessibilityLabel	studyEntryPoints	Sonraki alıştırma sorusuna geçin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.questionTitleTemplate	studyEntryPoints	Soru {questionNumber}	{questionNumber}	docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	placeholder_interpolation	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.sourceDetailsHide	studyEntryPoints	Kaynak ayrıntılarını gizleyin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.sourceDetailsShow	studyEntryPoints	Kaynaklar hakkında		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.subtitle	studyEntryPoints	Cevap verin, geri bildirimi görün ve UHR kaynak materyalindeki bölümü okuyun.		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.tryAgain	studyEntryPoints	Tekrar deneyin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	native_style_accuracy	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.tryAgainAccessibilityLabel	studyEntryPoints	Bu alıştırma sorusunu tekrar deneyin		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	accessibility_label	pending_native_review	pending_reviewer_notes
tr	studyEntryPoints.practice.uhrSourceLabel	studyEntryPoints	UHR kaynağı		docs/localization/sample-corpus/tr/style-guide.md	locales/tr/phrasebook.md	authority_boundary	pending_native_review	pending_reviewer_notes
