id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q050	so	6	Ch. 06 · The role of the media	Mediernas roll	Källkritik	21	Vad betyder det att vara källkritisk?	What does source criticism mean?	Qiimeynta ilaha macluumaadka maxay ka dhigan tahay?	a	Att ifrågasätta och kontrollera om information är korrekt	Questioning and checking whether information is correct	In la isweydiiyo lana hubiyo in macluumaadku sax yahay	a: Att ifrågasätta och kontrollera om information är korrekt | b: Att aldrig läsa nyheter | c: Att bara lita på sociala medier | d: Att sprida uppgifter innan man kontrollerar dem	a: Questioning and checking whether information is correct | b: Never reading news | c: Only trusting social media | d: Spreading information before checking it	a: In la isweydiiyo lana hubiyo in macluumaadku sax yahay | b: In aan marna warar la akhrin | c: In kaliya la aamino baraha bulshada | d: In macluumaad la faafiyo ka hor inta aan la hubin	Att vara källkritisk betyder att kontrollera och granska information genom att ifrågasätta om det man läser, ser eller hör är korrekt. Det behövs eftersom information kan komma från många slags källor och falska uppgifter kan spridas snabbt; att aldrig läsa nyheter, bara lita på sociala medier eller sprida okontrollerade uppgifter är motsatsen.	Source criticism means checking and reviewing information by questioning whether what one reads, sees, or hears is correct. This matters because information can come from many kinds of sources and false information can spread quickly; never reading news, trusting only social media, or spreading unchecked claims does the opposite.	Qiimeynta ilaha macluumaadka waxay ka dhigan tahay in la hubiyo lana baaro macluumaadka iyadoo la isweydiinayo in waxa la akhriyo, la arko ama la maqlo uu sax yahay. Tani waa muhiim sababtoo ah macluumaadku wuxuu ka iman karaa ilo badan oo kala duwan, macluumaad been ahna si degdeg ah ayuu u faafi karaa; in aan warar la akhrin, in kaliya baraha bulshada la aamino ama in sheegashooyin aan la hubin la faafiyo waa ka soo horjeedkeeda.	pending_native_review	pending_reviewer_notes
q051	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	Mänskliga rättigheter gäller alla	22	Varför bildades Förenta nationerna efter andra världskriget?	Why was the United Nations created after the Second World War?	Maxaa Qaramada Midoobay loo aasaasay ka dib Dagaalkii Labaad ee Adduunka?	a	För att förhindra krig och skydda människors rättigheter	To prevent war and protect human rights	Si looga hortago dagaal loona ilaaliyo xuquuqda aadanaha	a: För att förhindra krig och skydda människors rättigheter | b: För att bestämma svenska kommunalskatter | c: För att ersätta EU | d: För att kontrollera alla tidningar	a: To prevent war and protect human rights | b: To decide Swedish municipal taxes | c: To replace the EU | d: To control all newspapers	a: Si looga hortago dagaal loona ilaaliyo xuquuqda aadanaha | b: Si loo go’aamiyo canshuuraha degmooyinka Iswiidhan | c: Si loogu beddelo Midowga Yurub | d: Si loo xakameeyo dhammaan wargeysyada	Efter andra världskriget 1945 skapade 51 länder Förenta nationerna för att förhindra framtida krig och skydda varje människas rättigheter. Ett av FN:s första uppdrag var att komma överens om rättigheter som alla människor har.	After the Second World War in 1945, 51 countries created the United Nations to prevent future wars and protect every person’s rights. One of the UN’s first tasks was to agree on rights that all people have.	Ka dib Dagaalkii Labaad ee Adduunka sanadkii 1945, 51 dal waxay abuureen Qaramada Midoobay si looga hortago dagaallo mustaqbalka ah loona ilaaliyo xuquuqda qof kasta. Mid ka mid ah hawlihii ugu horreeyay ee Qaramada Midoobay wuxuu ahaa in lagu heshiiyo xuquuq ay dhammaan dadku leeyihiin.	pending_native_review	pending_reviewer_notes
q052	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	FN:s förklaring om de mänskliga rättigheterna	22	Vilket påstående stämmer om FN:s förklaring om de mänskliga rättigheterna?	Which statement is correct about the UN Universal Declaration of Human Rights?	Weedhdee ayaa sax ka ah Baaqa Caalamiga ah ee Xuquuqda Aadanaha ee Qaramada Midoobay?	a	Den presenterades 1948 och innehåller 30 artiklar	It was presented in 1948 and contains 30 articles	Waxaa la soo bandhigay 1948 waxayna ka kooban tahay 30 qodob	a: Den presenterades 1948 och innehåller 30 artiklar | b: Den presenterades 1918 och gäller bara Europa | c: Den säger att bara medborgare har rättigheter | d: Den handlar bara om semester från arbetet	a: It was presented in 1948 and contains 30 articles | b: It was presented in 1918 and applies only to Europe | c: It says that only citizens have rights | d: It is only about vacation from work	a: Waxaa la soo bandhigay 1948 waxayna ka kooban tahay 30 qodob | b: Waxaa la soo bandhigay 1918 waxayna khuseysaa Yurub oo keliya | c: Waxay sheegaysaa in muwaadiniinta oo keliya ay xuquuq leeyihiin | d: Waxay kaliya ka hadlaysaa fasaxa shaqada	FN presenterade förklaringen om de mänskliga rättigheterna 1948, och den innehåller 30 artiklar. Förklaringen utgår från att alla människor är födda fria och lika i värde och rättigheter samt har rätt till ett liv fritt från våld.	The UN presented the Universal Declaration of Human Rights in 1948, and it contains 30 articles. The declaration is based on all people being born free and equal in value and rights and having the right to a life free from violence.	Qaramada Midoobay waxay soo bandhigtay Baaqa Caalamiga ah ee Xuquuqda Aadanaha sanadkii 1948, wuxuuna ka kooban yahay 30 qodob. Bayaanku wuxuu ku salaysan yahay in dhammaan dadku ku dhashaan xor iyo siman xagga qiimaha iyo xuquuqda, ayna xaq u leeyihiin nolol ka madax bannaan rabshad.	pending_native_review	pending_reviewer_notes
q053	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	Jämställdhet mellan könen	23	Vad innebär målet med Sveriges jämställdhetspolitik?	What does the goal of Sweden’s gender equality policy mean?	Maxay ka dhigan tahay hadafka siyaasadda sinnaanta jinsiga ee Iswiidhan?	a	Att kvinnor och män ska ha samma rättigheter och skyldigheter och lika mycket makt att påverka samhället och sina egna liv	That women and men should have the same rights and duties and equal power to influence society and their own lives	In haweenka iyo raggu yeeshaan xuquuq iyo waajibaad isku mid ah iyo awood siman oo ay ku saameeyaan bulshada iyo noloshooda	a: Att kvinnor och män ska ha samma rättigheter och skyldigheter och lika mycket makt att påverka samhället och sina egna liv | b: Att jämställdhet bara handlar om hur många kvinnor som finns i politiken | c: Att kvinnor och män ska ha olika rättigheter i arbetslivet | d: Att föräldraledighet bara ska tas av kvinnor	a: That women and men should have the same rights and duties and equal power to influence society and their own lives | b: That gender equality is only about how many women are in politics | c: That women and men should have different rights in working life | d: That parental leave should only be taken by women	a: In haweenka iyo raggu yeeshaan xuquuq iyo waajibaad isku mid ah iyo awood siman oo ay ku saameeyaan bulshada iyo noloshooda | b: In sinnaanta jinsigu kaliya ku saabsan tahay inta haween ah ee siyaasadda ku jirta | c: In haweenka iyo raggu yeeshaan xuquuq kala duwan nolosha shaqada | d: In fasaxa waalidnimada ay qaataan haweenka oo keliya	Sveriges jämställdhetspolitik innebär att kvinnor och män ska ha samma rättigheter och skyldigheter och lika mycket makt att påverka samhället och sina egna liv. Exempel som lika lön, utbildning och delad föräldraledighet visar att de smalare eller motsatta alternativen är fel.	Sweden’s gender equality policy means women and men should have the same rights and duties and equal power to influence society and their own lives. Examples such as equal pay, education, and shared parental leave show that the narrower or opposite alternatives are incorrect.	Siyaasadda sinnaanta jinsiga ee Iswiidhan waxay ka dhigan tahay in haweenka iyo raggu yeeshaan xuquuq iyo waajibaad isku mid ah iyo awood siman oo ay ku saameeyaan bulshada iyo noloshooda. Tusaalooyin sida mushahar siman, waxbarasho iyo fasax waalidnimo oo la wadaago waxay muujinayaan in xulashooyinka cidhiidhi ah ama kuwa ka soo horjeeda ay khaldan yihiin.	pending_native_review	pending_reviewer_notes
q054	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	Könsrelaterat våld och förtryck	23	Vad gäller för våld i nära relationer och hedersrelaterat våld och förtryck i Sverige?	What applies to violence in close relationships and honour-related violence and oppression in Sweden?	Maxaa ka khuseeya rabshadda xiriirrada dhow iyo rabshadda iyo cadaadiska la xiriira sharafka ee Iswiidhan?	a	Det är brottsligt enligt svensk lag	They are crimes under Swedish law	Waa dembi sida uu dhigayo sharciga Iswiidhan	a: Det är brottsligt enligt svensk lag | b: Det är alltid en privat familjefråga och inte ett brott | c: Hedersrelaterat våld kan bara drabba vuxna kvinnor | d: Barnäktenskap är tillåtet om familjen samtycker	a: They are crimes under Swedish law | b: They are always private family matters and not crimes | c: Honour-related violence can affect only adult women | d: Child marriage is allowed if the family agrees	a: Waa dembi sida uu dhigayo sharciga Iswiidhan | b: Had iyo jeer waa arrin qoys oo gaar ah mana aha dembi | c: Rabshadda la xiriirta sharafku waxay saameyn kartaa haween qaangaar ah oo keliya | d: Guurka carruurta waa la oggol yahay haddii qoysku oggolaado	Rätt svar är att våld i nära relationer och hedersrelaterat våld och förtryck är brottsligt enligt svensk lag. Sexuellt våld, hård kontroll, tvångsäktenskap och barnäktenskap är exempel på sådant våld eller förtryck, vilket gör de andra alternativen fel.	The correct answer is that violence in close relationships and honour-related violence and oppression are crimes under Swedish law. Sexual violence, strict control, forced marriage, and child marriage are examples of this violence or oppression, which makes the other alternatives incorrect.	Jawaabta saxda ahi waa in rabshadda xiriirrada dhow iyo rabshadda iyo cadaadiska la xiriira sharafku ay yihiin dembiyo sida uu dhigayo sharciga Iswiidhan. Rabshad galmo, xakameyn adag, guur khasab ah iyo guurka carruurta waa tusaalooyin rabshaddan ama cadaadiskan ah, taas oo ka dhigaysa xulashooyinka kale kuwo khaldan.	pending_native_review	pending_reviewer_notes
q055	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	Sexköpslagen	24	Vad gäller för att köpa sex i Sverige?	What applies to buying sex in Sweden?	Maxaa ka khuseeya iibsashada galmada ee Iswiidhan?	a	Det är olagligt att köpa sex, men personen som säljer straffas inte	It is illegal to buy sex, but the person who sells it is not punished	Waa sharci-darro in galmo la iibsado, laakiin qofka iibinaya lama ciqaabo	a: Det är olagligt att köpa sex, men personen som säljer straffas inte | b: Det är alltid lagligt att köpa sex | c: Både köpare och säljare straffas alltid lika | d: Lagen gäller bara företag	a: It is illegal to buy sex, but the person who sells it is not punished | b: It is always legal to buy sex | c: Buyer and seller are always punished equally | d: The law only applies to companies	a: Waa sharci-darro in galmo la iibsado, laakiin qofka iibinaya lama ciqaabo | b: Iibsashada galmadu had iyo jeer waa sharci | c: Iibsadaha iyo iibiyaha mar walba si isku mid ah ayaa loo ciqaabaa | d: Sharcigu wuxuu khuseeyaa shirkadaha oo keliya	Att köpa sex är olagligt i Sverige. Personen som köper sex kan straffas, men personen som säljer sex straffas inte; straffet riktas mot köparen för att markera att sexuellt utnyttjande mot betalning inte är acceptabelt.	Buying sex is illegal in Sweden. The person who buys sex can be punished, but the person who sells sex is not punished; punishment is directed at the buyer to show that sexual exploitation for payment is not acceptable.	Iibsashada galmadu waa sharci-darro Iswiidhan. Qofka galmo iibsada waa la ciqaabi karaa, laakiin qofka galmada iibinaya lama ciqaabo; ciqaabtu waxay ku wajahan tahay iibsadaha si loo muujiyo in ka faa’iidaysiga galmo ee lacag lagu bixiyo aan la aqbali karin.	pending_native_review	pending_reviewer_notes
q056	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	Barns rättigheter	24	Sedan vilket år är barnkonventionen lag i Sverige?	Since what year has the Convention on the Rights of the Child been law in Sweden?	Tan iyo sannadkee ayuu Heshiiska Xuquuqda Carruurtu sharci ka yahay Iswiidhan?	c	2020	2020	2020	a: 1979 | b: 2000 | c: 2020 | d: 2024	a: 1979 | b: 2000 | c: 2020 | d: 2024	a: 1979 | b: 2000 | c: 2020 | d: 2024	Barnkonventionen ska skydda alla barns mänskliga rättigheter. I Sverige har barnkonventionen varit lag sedan 2020, därför är 2020 rätt år.	The Convention on the Rights of the Child protects every child’s human rights. In Sweden, the convention has been law since 2020, so 2020 is the correct year.	Heshiiska Xuquuqda Carruurtu wuxuu ilaaliyaa xuquuqda aadanaha ee dhammaan carruurta. Iswiidhan heshiiskani wuxuu sharci ahaa tan iyo 2020, sidaas darteed 2020 waa sannadka saxda ah.	pending_native_review	pending_reviewer_notes
q057	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	Barns rättigheter	25	Vad beslutade Sverige som första land i världen 1979?	What did Sweden decide as the first country in the world in 1979?	Maxay Iswiidhan go’aamisay iyadoo ah dalkii ugu horreeyay adduunka sanadkii 1979?	a	Att det är förbjudet att slå barn	That hitting children is prohibited	In garaacista carruurta la mamnuucay	a: Att det är förbjudet att slå barn | b: Att barnkonventionen blev svensk lag | c: Att förbud mot våld bara gäller i skolan | d: Att barn inte omfattas av svensk lag	a: That hitting children is prohibited | b: That the Convention on the Rights of the Child became Swedish law | c: That bans on violence apply only at school | d: That children are not covered by Swedish law	a: In garaacista carruurta la mamnuucay | b: In Heshiiska Xuquuqda Carruurtu noqday sharci Iswiidhish ah | c: In mamnuucidda rabshaddu kaliya ka jirto dugsiga | d: In carruurtu aysan hoos imaan sharciga Iswiidhan	Allt våld mot barn är förbjudet både enligt barnkonventionen och svensk lag. År 1979 blev Sverige först i världen med att förbjuda att slå barn; barnkonventionen blev svensk lag först 2020, och förbudet gäller inte bara i skolan.	All violence against children is prohibited under both the Convention on the Rights of the Child and Swedish law. In 1979, Sweden became the first country in the world to prohibit hitting children; the convention became Swedish law only in 2020, and the ban is not limited to schools.	Dhammaan rabshadaha ka dhanka ah carruurta waa mamnuuc sida uu dhigayo Heshiiska Xuquuqda Carruurta iyo sharciga Iswiidhan. Sanadkii 1979, Iswiidhan waxay noqotay dalkii ugu horreeyay adduunka ee mamnuuca garaacista carruurta; heshiisku wuxuu sharci Iswiidhish ah noqday 2020 oo keliya, mamnuuciduna kuma koobna dugsiyada.	pending_native_review	pending_reviewer_notes
q058	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	Nationella minoriteter och urfolk	25	Vilka är Sveriges fem nationella minoriteter?	Which groups are Sweden's five national minorities?	Waa kuwee shanta qowmiyadood ee laga tirada badan yahay ee qaran ee Iswiidhan?	a	Judar, romer, samer, sverigefinnar och tornedalingar	Jews, Roma, Sami, Sweden Finns, and Tornedalians	Yuhuud, Roma, Sami, Finlandayska Iswiidhan iyo Tornedalians	a: Judar, romer, samer, sverigefinnar och tornedalingar | b: Danskar, norrmän, islänningar, tyskar och fransmän | c: Studenter, pensionärer, företagare, lärare och läkare | d: Stockholmare, göteborgare, malmöbor, uppsalabor och umeåbor	a: Jews, Roma, Sami, Sweden Finns, and Tornedalians | b: Danes, Norwegians, Icelanders, Germans, and French | c: Students, pensioners, entrepreneurs, teachers, and doctors | d: People from Stockholm, Gothenburg, Malmö, Uppsala, and Umeå	a: Yuhuud, Roma, Sami, Finlandayska Iswiidhan iyo Tornedalians | b: Danish, Noorwejiyaan, Icelanders, Jarmal iyo Faransiis | c: Arday, hawlgab, ganacsato, macallimiin iyo dhakhaatiir | d: Dadka Stockholm, Gothenburg, Malmö, Uppsala iyo Umeå	Sverige erkände år 2000 judar, romer, samer, sverigefinnar och tornedalingar som nationella minoriteter. De nationella minoriteterna har särskilt skydd och rätt att använda sina minoritetsspråk i kontakter med myndigheter, förskola och äldreomsorg.	In 2000, Sweden recognized Jews, Roma, Sami, Sweden Finns, and Tornedalians as national minorities. National minorities have special protection and the right to use their minority languages in contacts with authorities, preschool, and elderly care.	Sanadkii 2000, Iswiidhan waxay u aqoonsatay Yuhuudda, Roma, Sami, Finlandayska Iswiidhan iyo Tornedalians inay yihiin qowmiyado qaran oo laga tirada badan yahay. Qowmiyadahaas waxay leeyihiin ilaalin gaar ah iyo xaq ay ku isticmaalaan luuqadahooda marka ay la xiriirayaan hay’adaha, dugsiga barbaarinta iyo daryeelka waayeelka.	pending_native_review	pending_reviewer_notes
q059	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	Nationella minoriteter och urfolk	25	Vilken uppgift har Sametinget?	What is one task of the Sami Parliament?	Waa maxay mid ka mid ah hawlaha Baarlamaanka Sami?	a	Att representera den samiska befolkningen i frågor om språk, kultur och identitet	To represent the Sami population on questions of language, culture, and identity	Inuu matalo dadka Sami arrimaha luuqadda, dhaqanka iyo aqoonsiga	a: Att representera den samiska befolkningen i frågor om språk, kultur och identitet | b: Att besluta statens budget | c: Att döma brottmål i domstol | d: Att samordna EU:s fyra friheter	a: To represent the Sami population on questions of language, culture, and identity | b: To decide the state budget | c: To judge criminal cases in court | d: To coordinate the EU’s four freedoms	a: Inuu matalo dadka Sami arrimaha luuqadda, dhaqanka iyo aqoonsiga | b: Inuu go’aamiyo miisaaniyadda dowladda | c: Inuu xukumo dacwadaha dembiyada ee maxkamadda | d: Inuu isku duwo afarta xorriyadood ee Midowga Yurub	Samerna är ett erkänt urfolk i Sverige och har ett eget folkvalt parlament, Sametinget. Sametinget representerar den samiska befolkningen i frågor om språk, kultur och identitet och är ett rådgivande organ med vissa myndighetsuppgifter.	The Sami are a recognized Indigenous people in Sweden and have their own elected parliament, the Sami Parliament. The Sami Parliament represents the Sami population on questions of language, culture, and identity and is an advisory body with some public-authority tasks.	Sami waa dad asal ah oo laga aqoonsan yahay Iswiidhan waxayna leeyihiin baarlamaan ay iyagu doorteen, Baarlamaanka Sami. Baarlamaanka Sami wuxuu matalaa dadka Sami arrimaha luuqadda, dhaqanka iyo aqoonsiga, waana hay’ad talo-bixin ah oo leh qaar ka mid ah hawlaha hay’ad dowladeed.	pending_native_review	pending_reviewer_notes
q060	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	Hbtqi-personer	26	Vad gäller för äktenskap mellan personer av samma kön i Sverige?	What applies to marriage between people of the same sex in Sweden?	Maxaa ka khuseeya guurka dadka isku jinsiga ah ee Iswiidhan?	a	Det är tillåtet att gifta sig med en person av samma kön	It is permitted to marry a person of the same sex	Waa la oggol yahay in la guursado qof isku jinsi ah	a: Det är tillåtet att gifta sig med en person av samma kön | b: Det är förbjudet att gifta sig med en person av samma kön | c: Det är bara tillåtet att leva tillsammans, inte att gifta sig | d: Det är tillåtet bara om en myndighet ger dispens	a: It is permitted to marry a person of the same sex | b: It is prohibited to marry a person of the same sex | c: It is only permitted to live together, not to marry | d: It is permitted only if an agency grants an exemption	a: Waa la oggol yahay in la guursado qof isku jinsi ah | b: Waa mamnuuc in la guursado qof isku jinsi ah | c: Waxaa la oggol yahay oo keliya in la wada noolaado, ma aha in la is guursado | d: Waxaa la oggol yahay oo keliya haddii hay’ad bixiso ka-dhaafid	Rätt svar är att det är tillåtet att gifta sig med en person av samma kön. Rätten att leva med vem man vill är skyddad i lag, och diskriminering på grund av sexuell läggning, könsidentitet och könsuttryck är förbjuden enligt diskrimineringslagen.	The correct answer is that it is permitted to marry a person of the same sex. The right to live with whomever one wants is protected by law, and discrimination based on sexual orientation, gender identity, and gender expression is prohibited under the Discrimination Act.	Jawaabta saxda ahi waa in la oggol yahay in la guursado qof isku jinsi ah. Xaqa ah in lala noolaado qofka uu qofku rabo waxaa ilaaliya sharciga, takoor ku salaysan jihaynta galmada, aqoonsiga jinsiga iyo muujinta jinsiga waxaa mamnuucaya Sharciga Ka-hortagga Takoorka.	pending_native_review	pending_reviewer_notes
q061	so	7	Ch. 07 · Human rights	Mänskliga rättigheter	Arbetet mot diskriminering	26	Vad är en uppgift för Diskrimineringsombudsmannen (DO)?	What is one role of the Equality Ombudsman (DO)?	Waa maxay mid ka mid ah hawlaha Wakiilka Ka-hortagga Takoorka (DO)?	a	Att arbeta för allas lika rättigheter och se till att diskrimineringslagen följs	To work for equal rights for everyone and make sure the Discrimination Act is followed	In uu ka shaqeeyo xuquuq siman oo qof walba leeyahay oo hubiyo in Sharciga Ka-hortagga Takoorka la raaco	a: Att arbeta för allas lika rättigheter och se till att diskrimineringslagen följs | b: Att se till att skulder blir betalda och besluta om skuldsanering | c: Att försvara Sverige militärt | d: Att samordna regeringssamarbete mellan de nordiska länderna	a: To work for equal rights for everyone and make sure the Discrimination Act is followed | b: To make sure debts are paid and decide on debt restructuring | c: To defend Sweden militarily | d: To coordinate government cooperation between the Nordic countries	a: In uu ka shaqeeyo xuquuq siman oo qof walba leeyahay oo hubiyo in Sharciga Ka-hortagga Takoorka la raaco | b: In uu hubiyo in deymaha la bixiyo oo go’aamiyo dib-u-habeynta deynta | c: In uu Iswiidhan ciidan ahaan difaaco | d: In uu isku duwo iskaashiga dowladeed ee dalalka Waqooyiga Yurub	Diskrimineringsombudsmannen (DO) är en statlig myndighet som arbetar för allas lika rättigheter och möjligheter. DO ska se till att diskrimineringslagen följs; skulder, militärt försvar och nordiskt regeringssamarbete hör till andra aktörer.	The Equality Ombudsman (DO) is a government agency that works for equal rights and opportunities for everyone. DO makes sure the Discrimination Act is followed; debts, military defence, and Nordic government cooperation belong to other actors.	Wakiilka Ka-hortagga Takoorka (DO) waa hay’ad dowladeed oo ka shaqeysa xuquuq iyo fursado siman oo qof walba leeyahay. DO wuxuu hubiyaa in Sharciga Ka-hortagga Takoorka la raaco; deymo, difaac ciidan iyo iskaashi dowladeed oo Waqooyiga Yurub ah waxaa leh hay’ado kale.	pending_native_review	pending_reviewer_notes
q062	so	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Så fungerar arbetsmarknaden	27	Vad menas med offentlig sektor i Sverige?	What is the public sector in Sweden?	Qaybta dadweynaha ee Iswiidhan waxay ka kooban tahay adeegyo iyo hawlo noocee ah?	a	Tjänster och verksamheter som staten, regionerna och kommunerna ansvarar för och finansierar med skatter	Services and activities that the state, regions, and municipalities are responsible for and fund through taxes	Adeegyo iyo hawlo ay dowladda, gobollada iyo degmooyinku masuul ka yihiin oo canshuur lagu maalgeliyo	a: Tjänster och verksamheter som staten, regionerna och kommunerna ansvarar för och finansierar med skatter | b: Alla privatägda företag | c: Endast banker och försäkringsbolag | d: Bara ideella föreningar	a: Services and activities that the state, regions, and municipalities are responsible for and fund through taxes | b: All privately owned companies | c: Only banks and insurance companies | d: Only non-profit associations	a: Adeegyo iyo hawlo ay dowladda, gobollada iyo degmooyinku masuul ka yihiin oo canshuur lagu maalgeliyo | b: Dhammaan shirkadaha si gaar ah loo leeyahay | c: Bangiyada iyo shirkadaha caymiska oo keliya | d: Ururrada aan faa’iido doonka ahayn oo keliya	Offentlig sektor är verksamheter som staten, regionerna och kommunerna ansvarar för och finansierar med skatter. Dit hör till exempel sjukvårdspersonal, lärare, barnskötare, polis och brandman; privata företag, banker och ideella föreningar är därför fel svar.	The public sector consists of services and activities that the state, regions, and municipalities are responsible for and fund through taxes. Examples include health-care staff, teachers, childcare workers, police, and firefighters; private companies, banks, and non-profit associations are therefore wrong answers.	Qaybta dadweynaha ee Iswiidhan waxay ka kooban tahay adeegyo iyo hawlo ay dowladda, gobollada iyo degmooyinku masuul ka yihiin oo canshuur lagu maalgeliyo. Waxaa ka mid ah shaqaalaha caafimaadka, macallimiinta, shaqaalaha daryeelka carruurta, booliska iyo dab-demiska; sidaas darteed shirkadaha gaarka loo leeyahay, bangiyada iyo ururrada aan faa’iido doonka ahayn ma aha jawaabo sax ah.	pending_native_review	pending_reviewer_notes
q063	so	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Så fungerar arbetsmarknaden	27	Hur stor del av arbetskraften jobbar i privat sektor i Sverige?	What share of the workforce works in Sweden's private sector?	Intee le’eg oo ka mid ah xoogga shaqada ayaa ka shaqeeya qaybta gaarka loo leeyahay ee Iswiidhan?	c	Cirka 70 procent	About 70 percent	Qiyaastii 70 boqolkiiba	a: Cirka 30 procent | b: Cirka 50 procent | c: Cirka 70 procent | d: Cirka 95 procent	a: About 30 percent | b: About 50 percent | c: About 70 percent | d: About 95 percent	a: Qiyaastii 30 boqolkiiba | b: Qiyaastii 50 boqolkiiba | c: Qiyaastii 70 boqolkiiba | d: Qiyaastii 95 boqolkiiba	Rätt svar är cirka 70 procent. Den privata sektorn består av företag som ägs privat, till exempel butiker, restauranger, fabriker, byggföretag och andra företag, medan cirka 30 procent av dem som arbetar finns i offentlig sektor.	The correct answer is about 70 percent. The private sector consists of privately owned companies, such as shops, restaurants, factories, construction companies, and other businesses, while about 30 percent of people who work are in the public sector.	Jawaabta saxda ahi waa qiyaastii 70 boqolkiiba. Qaybta gaarka loo leeyahay waxay ka kooban tahay shirkado si gaar ah loo leeyahay, sida dukaamo, maqaayado, warshado, shirkado dhisme iyo ganacsiyo kale, halka qiyaastii 30 boqolkiiba dadka shaqeeya ay ku jiraan qaybta dadweynaha.	pending_native_review	pending_reviewer_notes
q064	so	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Arbetsmarknadens parter	28	Vad gör fackförbund på arbetsmarknaden?	What do trade unions do in the labour market?	Maxay ururrada shaqaaluhu ka qabtaan suuqa shaqada?	a	De företräder arbetstagare, förhandlar om löner och kan hjälpa medlemmar	They represent employees, negotiate wages, and can help members	Waxay matalaan shaqaalaha, ka gorgortamaan mushaharka, waxayna caawin karaan xubnaha	a: De företräder arbetstagare, förhandlar om löner och kan hjälpa medlemmar | b: De bestämmer vilka som får rösta i riksdagsval | c: De utser alla domare | d: De driver Sveriges ambassader	a: They represent employees, negotiate wages, and can help members | b: They decide who may vote in Riksdag elections | c: They appoint all judges | d: They run Sweden’s embassies	a: Waxay matalaan shaqaalaha, ka gorgortamaan mushaharka, waxayna caawin karaan xubnaha | b: Waxay go’aamiyaan cidda ka codeyn karta doorashada baarlamaanka Riksdag | c: Waxay magacaabaan dhammaan garsoorayaasha | d: Waxay maamulaan safaaradaha Iswiidhan	Fackförbund är de anställdas organisationer på arbetsmarknaden. De arbetar för bättre villkor, förhandlar med arbetsgivare om löner och kan hjälpa en medlem som får problem på arbetet; de ansvarar inte för val, domare eller ambassader.	Trade unions are employees’ organizations in the labour market. They work for better conditions, negotiate wages with employers, and can help a member who has problems at work; they do not handle elections, judges, or embassies.	Ururrada shaqaaluhu waa ururrada shaqaalaha ee suuqa shaqada. Waxay ka shaqeeyaan shuruudo ka wanaagsan, waxay shaqo-bixiyeyaasha kala gorgortamaan mushaharka, waxayna caawin karaan xubin dhibaato ku qabta shaqada; mas’uul kama aha doorashooyin, garsoorayaal ama safaarado.	pending_native_review	pending_reviewer_notes
q065	so	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Arbetsmarknadens parter	28	Hur bestäms löner i Sverige?	How are wages set in Sweden?	Sidee ayaa mushaharka loogu go’aamiyaa Iswiidhan?	a	Genom förhandlingar mellan arbetsmarknadens parter	Through negotiations between labour-market parties	Iyadoo loo marayo gorgortan u dhexeeya dhinacyada suuqa shaqada	a: Genom förhandlingar mellan arbetsmarknadens parter | b: Av staten ensam | c: Genom kommunala val vart fjärde år | d: Genom domstolar i varje enskilt fall	a: Through negotiations between labour-market parties | b: By the state alone | c: Through municipal elections every four years | d: Through courts in each individual case	a: Iyadoo loo marayo gorgortan u dhexeeya dhinacyada suuqa shaqada | b: Dowladda oo keliya | c: Iyadoo loo marayo doorashooyinka degmada afartii sanaba mar | d: Iyadoo loo marayo maxkamado kiis kasta gooni ahaan	I Sverige förhandlar fackförbund och arbetsgivarorganisationer om kollektivavtal som reglerar löner och arbetsvillkor. Löner bestäms därför genom förhandlingar mellan arbetsmarknadens parter, inte av staten ensam.	In Sweden, trade unions and employer organizations negotiate collective agreements that regulate wages and working conditions. Wages are therefore set through negotiations between labour-market parties, not by the state alone.	Iswiidhan, ururrada shaqaalaha iyo ururrada shaqo-bixiyeyaasha waxay ka wada gorgortamaan heshiisyo wadareed oo nidaamiya mushaharka iyo xaaladaha shaqada. Sidaas darteed mushaharka waxaa lagu go’aamiyaa gorgortan u dhexeeya dhinacyada suuqa shaqada, ma aha dowladda oo keliya.	pending_native_review	pending_reviewer_notes
