id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q055	pl	7	Ch. 07 · Human rights	Mänskliga rättigheter	Sexköpslagen	24	Vad gäller för att köpa sex i Sverige?	What applies to buying sex in Sweden?	Co dotyczy kupowania seksu w Szwecji?	a	Det är olagligt att köpa sex, men personen som säljer straffas inte	It is illegal to buy sex, but the person who sells it is not punished	Kupowanie seksu jest nielegalne, ale osoba, która go sprzedaje, nie jest karana	a: Det är olagligt att köpa sex, men personen som säljer straffas inte | b: Det är alltid lagligt att köpa sex | c: Både köpare och säljare straffas alltid lika | d: Lagen gäller bara företag	a: It is illegal to buy sex, but the person who sells it is not punished | b: It is always legal to buy sex | c: Buyer and seller are always punished equally | d: The law only applies to companies	a: Kupowanie seksu jest nielegalne, ale osoba, która go sprzedaje, nie jest karana | b: Kupowanie seksu jest zawsze legalne | c: Kupujący i sprzedający są zawsze karani tak samo | d: Prawo dotyczy tylko firm	Att köpa sex är olagligt i Sverige. Personen som köper sex kan straffas, men personen som säljer sex straffas inte; straffet riktas mot köparen för att markera att sexuellt utnyttjande mot betalning inte är acceptabelt.	Buying sex is illegal in Sweden. The person who buys sex can be punished, but the person who sells sex is not punished; punishment is directed at the buyer to show that sexual exploitation for payment is not acceptable.	Kupowanie seksu jest w Szwecji nielegalne. Osoba, która kupuje seks, może zostać ukarana, ale osoba, która go sprzedaje, nie jest karana; kara jest skierowana do kupującego, aby zaznaczyć, że seksualne wykorzystywanie za zapłatą nie jest akceptowane.	pending_native_review	pending_reviewer_notes
q056	pl	7	Ch. 07 · Human rights	Mänskliga rättigheter	Barns rättigheter	24	Sedan vilket år är barnkonventionen lag i Sverige?	Since what year has the Convention on the Rights of the Child been law in Sweden?	Od którego roku Konwencja o prawach dziecka jest prawem w Szwecji?	c	2020	2020	2020	a: 1979 | b: 2000 | c: 2020 | d: 2024	a: 1979 | b: 2000 | c: 2020 | d: 2024	a: 1979 | b: 2000 | c: 2020 | d: 2024	Barnkonventionen ska skydda alla barns mänskliga rättigheter. I Sverige har barnkonventionen varit lag sedan 2020, därför är 2020 rätt år.	The Convention on the Rights of the Child protects every child’s human rights. In Sweden, the convention has been law since 2020, so 2020 is the correct year.	Konwencja o prawach dziecka chroni prawa człowieka wszystkich dzieci. W Szwecji konwencja jest prawem od 2020 roku, dlatego 2020 to właściwy rok.	pending_native_review	pending_reviewer_notes
q057	pl	7	Ch. 07 · Human rights	Mänskliga rättigheter	Barns rättigheter	25	Vad beslutade Sverige som första land i världen 1979?	What did Sweden decide as the first country in the world in 1979?	Co Szwecja postanowiła jako pierwszy kraj na świecie w 1979 roku?	a	Att det är förbjudet att slå barn	That hitting children is prohibited	Że bicie dzieci jest zabronione	a: Att det är förbjudet att slå barn | b: Att barnkonventionen blev svensk lag | c: Att förbud mot våld bara gäller i skolan | d: Att barn inte omfattas av svensk lag	a: That hitting children is prohibited | b: That the Convention on the Rights of the Child became Swedish law | c: That bans on violence apply only at school | d: That children are not covered by Swedish law	a: Że bicie dzieci jest zabronione | b: Że Konwencja o prawach dziecka stała się szwedzkim prawem | c: Że zakaz przemocy obowiązuje tylko w szkole | d: Że dzieci nie są objęte szwedzkim prawem	Allt våld mot barn är förbjudet både enligt barnkonventionen och svensk lag. År 1979 blev Sverige först i världen med att förbjuda att slå barn; barnkonventionen blev svensk lag först 2020, och förbudet gäller inte bara i skolan.	All violence against children is prohibited under both the Convention on the Rights of the Child and Swedish law. In 1979, Sweden became the first country in the world to prohibit hitting children; the convention became Swedish law only in 2020, and the ban is not limited to schools.	Wszelka przemoc wobec dzieci jest zabroniona zarówno na podstawie Konwencji o prawach dziecka, jak i szwedzkiego prawa. W 1979 roku Szwecja jako pierwszy kraj na świecie zakazała bicia dzieci; konwencja stała się szwedzkim prawem dopiero w 2020 roku, a zakaz nie dotyczy tylko szkoły.	pending_native_review	pending_reviewer_notes
q058	pl	7	Ch. 07 · Human rights	Mänskliga rättigheter	Nationella minoriteter och urfolk	25	Vilka är Sveriges fem nationella minoriteter?	Which groups are Sweden's five national minorities?	Jakie są pięć mniejszości narodowych Szwecji?	a	Judar, romer, samer, sverigefinnar och tornedalingar	Jews, Roma, Sami, Sweden Finns, and Tornedalians	Żydzi, Romowie, Samowie, Szwedzcy Finowie i Tornedalczycy	a: Judar, romer, samer, sverigefinnar och tornedalingar | b: Danskar, norrmän, islänningar, tyskar och fransmän | c: Studenter, pensionärer, företagare, lärare och läkare | d: Stockholmare, göteborgare, malmöbor, uppsalabor och umeåbor	a: Jews, Roma, Sami, Sweden Finns, and Tornedalians | b: Danes, Norwegians, Icelanders, Germans, and French | c: Students, pensioners, entrepreneurs, teachers, and doctors | d: People from Stockholm, Gothenburg, Malmö, Uppsala, and Umeå	a: Żydzi, Romowie, Samowie, Szwedzcy Finowie i Tornedalczycy | b: Duńczycy, Norwegowie, Islandczycy, Niemcy i Francuzi | c: Studenci, emeryci, przedsiębiorcy, nauczyciele i lekarze | d: Mieszkańcy Sztokholmu, Göteborga, Malmö, Uppsali i Umeå	Sverige erkände år 2000 judar, romer, samer, sverigefinnar och tornedalingar som nationella minoriteter. De nationella minoriteterna har särskilt skydd och rätt att använda sina minoritetsspråk i kontakter med myndigheter, förskola och äldreomsorg.	In 2000, Sweden recognized Jews, Roma, Sami, Sweden Finns, and Tornedalians as national minorities. National minorities have special protection and the right to use their minority languages in contacts with authorities, preschool, and elderly care.	W 2000 roku Szwecja uznała Żydów, Romów, Samów, Szwedzkich Finów i Tornedalczyków za mniejszości narodowe. Mniejszości narodowe mają szczególną ochronę i prawo używania swoich języków mniejszościowych w kontaktach z urzędami, przedszkolem i opieką nad osobami starszymi.	pending_native_review	pending_reviewer_notes
q059	pl	7	Ch. 07 · Human rights	Mänskliga rättigheter	Nationella minoriteter och urfolk	25	Vilken uppgift har Sametinget?	What is one task of the Sami Parliament?	Jakie jest jedno zadanie parlamentu Samów?	a	Att representera den samiska befolkningen i frågor om språk, kultur och identitet	To represent the Sami population on questions of language, culture, and identity	Reprezentowanie ludności samskiej w sprawach języka, kultury i tożsamości	a: Att representera den samiska befolkningen i frågor om språk, kultur och identitet | b: Att besluta statens budget | c: Att döma brottmål i domstol | d: Att samordna EU:s fyra friheter	a: To represent the Sami population on questions of language, culture, and identity | b: To decide the state budget | c: To judge criminal cases in court | d: To coordinate the EU’s four freedoms	a: Reprezentowanie ludności samskiej w sprawach języka, kultury i tożsamości | b: Decydowanie o budżecie państwa | c: Orzekanie w sprawach karnych w sądzie | d: Koordynowanie czterech swobód UE	Samerna är ett erkänt urfolk i Sverige och har ett eget folkvalt parlament, Sametinget. Sametinget representerar den samiska befolkningen i frågor om språk, kultur och identitet och är ett rådgivande organ med vissa myndighetsuppgifter.	The Sami are a recognized Indigenous people in Sweden and have their own elected parliament, the Sami Parliament. The Sami Parliament represents the Sami population on questions of language, culture, and identity and is an advisory body with some public-authority tasks.	Samowie są uznanym ludem rdzennym w Szwecji i mają własny wybierany parlament, parlament Samów. Parlament Samów reprezentuje ludność samską w sprawach języka, kultury i tożsamości oraz jest organem doradczym z pewnymi zadaniami urzędowymi.	pending_native_review	pending_reviewer_notes
q060	pl	7	Ch. 07 · Human rights	Mänskliga rättigheter	Hbtqi-personer	26	Vad gäller för äktenskap mellan personer av samma kön i Sverige?	What applies to marriage between people of the same sex in Sweden?	Co dotyczy małżeństwa między osobami tej samej płci w Szwecji?	a	Det är tillåtet att gifta sig med en person av samma kön	It is permitted to marry a person of the same sex	Wolno zawrzeć małżeństwo z osobą tej samej płci	a: Det är tillåtet att gifta sig med en person av samma kön | b: Det är förbjudet att gifta sig med en person av samma kön | c: Det är bara tillåtet att leva tillsammans, inte att gifta sig | d: Det är tillåtet bara om en myndighet ger dispens	a: It is permitted to marry a person of the same sex | b: It is prohibited to marry a person of the same sex | c: It is only permitted to live together, not to marry | d: It is permitted only if an agency grants an exemption	a: Wolno zawrzeć małżeństwo z osobą tej samej płci | b: Zabronione jest małżeństwo z osobą tej samej płci | c: Wolno tylko żyć razem, ale nie zawrzeć małżeństwa | d: Jest dozwolone tylko wtedy, gdy urząd udzieli wyjątku	Rätt svar är att det är tillåtet att gifta sig med en person av samma kön. Rätten att leva med vem man vill är skyddad i lag, och diskriminering på grund av sexuell läggning, könsidentitet och könsuttryck är förbjuden enligt diskrimineringslagen.	The correct answer is that it is permitted to marry a person of the same sex. The right to live with whomever one wants is protected by law, and discrimination based on sexual orientation, gender identity, and gender expression is prohibited under the Discrimination Act.	Prawidłowa odpowiedź brzmi, że wolno zawrzeć małżeństwo z osobą tej samej płci. Prawo do życia z wybraną osobą jest chronione przez prawo, a dyskryminacja ze względu na orientację seksualną, tożsamość płciową i ekspresję płciową jest zakazana przez ustawę antydyskryminacyjną.	pending_native_review	pending_reviewer_notes
q061	pl	7	Ch. 07 · Human rights	Mänskliga rättigheter	Arbetet mot diskriminering	26	Vad är en uppgift för Diskrimineringsombudsmannen (DO)?	What is one role of the Equality Ombudsman (DO)?	Jakie jest jedno z zadań Rzecznika ds. Dyskryminacji (DO)?	a	Att arbeta för allas lika rättigheter och se till att diskrimineringslagen följs	To work for equal rights for everyone and make sure the Discrimination Act is followed	Praca na rzecz równych praw dla wszystkich i pilnowanie przestrzegania ustawy antydyskryminacyjnej	a: Att arbeta för allas lika rättigheter och se till att diskrimineringslagen följs | b: Att se till att skulder blir betalda och besluta om skuldsanering | c: Att försvara Sverige militärt | d: Att samordna regeringssamarbete mellan de nordiska länderna	a: To work for equal rights for everyone and make sure the Discrimination Act is followed | b: To make sure debts are paid and decide on debt restructuring | c: To defend Sweden militarily | d: To coordinate government cooperation between the Nordic countries	a: Praca na rzecz równych praw dla wszystkich i pilnowanie przestrzegania ustawy antydyskryminacyjnej | b: Pilnowanie spłaty długów i decydowanie o oddłużeniu | c: Obrona Szwecji militarnie | d: Koordynowanie współpracy rządowej między krajami nordyckimi	Diskrimineringsombudsmannen (DO) är en statlig myndighet som arbetar för allas lika rättigheter och möjligheter. DO ska se till att diskrimineringslagen följs; skulder, militärt försvar och nordiskt regeringssamarbete hör till andra aktörer.	The Equality Ombudsman (DO) is a government agency that works for equal rights and opportunities for everyone. DO makes sure the Discrimination Act is followed; debts, military defence, and Nordic government cooperation belong to other actors.	Rzecznik ds. Dyskryminacji (DO) jest państwowym urzędem, który działa na rzecz równych praw i możliwości dla wszystkich. DO ma pilnować przestrzegania ustawy antydyskryminacyjnej; długi, obrona wojskowa i nordycka współpraca rządowa należą do innych podmiotów.	pending_native_review	pending_reviewer_notes
q062	pl	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Så fungerar arbetsmarknaden	27	Vad menas med offentlig sektor i Sverige?	What is the public sector in Sweden?	Jakie usługi i działania obejmuje sektor publiczny w Szwecji?	a	Tjänster och verksamheter som staten, regionerna och kommunerna ansvarar för och finansierar med skatter	Services and activities that the state, regions, and municipalities are responsible for and fund through taxes	Usługi i działania, za które odpowiadają państwo, regiony i gminy i które są finansowane z podatków	a: Tjänster och verksamheter som staten, regionerna och kommunerna ansvarar för och finansierar med skatter | b: Alla privatägda företag | c: Endast banker och försäkringsbolag | d: Bara ideella föreningar	a: Services and activities that the state, regions, and municipalities are responsible for and fund through taxes | b: All privately owned companies | c: Only banks and insurance companies | d: Only non-profit associations	a: Usługi i działania, za które odpowiadają państwo, regiony i gminy i które są finansowane z podatków | b: Wszystkie prywatne firmy | c: Tylko banki i firmy ubezpieczeniowe | d: Tylko stowarzyszenia non-profit	Offentlig sektor är verksamheter som staten, regionerna och kommunerna ansvarar för och finansierar med skatter. Dit hör till exempel sjukvårdspersonal, lärare, barnskötare, polis och brandman; privata företag, banker och ideella föreningar är därför fel svar.	The public sector consists of services and activities that the state, regions, and municipalities are responsible for and fund through taxes. Examples include health-care staff, teachers, childcare workers, police, and firefighters; private companies, banks, and non-profit associations are therefore wrong answers.	Sektor publiczny w Szwecji obejmuje usługi i działania, za które odpowiadają państwo, regiony i gminy i które są finansowane z podatków. Należą do nich na przykład pracownicy służby zdrowia, nauczyciele, opiekunowie dzieci, policja i strażacy; dlatego prywatne firmy, banki i stowarzyszenia non-profit nie są poprawnymi odpowiedziami.	pending_native_review	pending_reviewer_notes
q063	pl	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Så fungerar arbetsmarknaden	27	Hur stor del av arbetskraften jobbar i privat sektor i Sverige?	What share of the workforce works in Sweden's private sector?	Jaka część siły roboczej pracuje w sektorze prywatnym w Szwecji?	c	Cirka 70 procent	About 70 percent	Około 70 procent	a: Cirka 30 procent | b: Cirka 50 procent | c: Cirka 70 procent | d: Cirka 95 procent	a: About 30 percent | b: About 50 percent | c: About 70 percent | d: About 95 percent	a: Około 30 procent | b: Około 50 procent | c: Około 70 procent | d: Około 95 procent	Rätt svar är cirka 70 procent. Den privata sektorn består av företag som ägs privat, till exempel butiker, restauranger, fabriker, byggföretag och andra företag, medan cirka 30 procent av dem som arbetar finns i offentlig sektor.	The correct answer is about 70 percent. The private sector consists of privately owned companies, such as shops, restaurants, factories, construction companies, and other businesses, while about 30 percent of people who work are in the public sector.	Prawidłowa odpowiedź to około 70 procent. Sektor prywatny składa się z firm prywatnych, takich jak sklepy, restauracje, fabryki, firmy budowlane i inne przedsiębiorstwa, podczas gdy około 30 procent pracujących jest w sektorze publicznym.	pending_native_review	pending_reviewer_notes
q064	pl	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Arbetsmarknadens parter	28	Vad gör fackförbund på arbetsmarknaden?	What do trade unions do in the labour market?	Co robią związki zawodowe na rynku pracy?	a	De företräder arbetstagare, förhandlar om löner och kan hjälpa medlemmar	They represent employees, negotiate wages, and can help members	Reprezentują pracowników, negocjują płace i mogą pomagać członkom	a: De företräder arbetstagare, förhandlar om löner och kan hjälpa medlemmar | b: De bestämmer vilka som får rösta i riksdagsval | c: De utser alla domare | d: De driver Sveriges ambassader	a: They represent employees, negotiate wages, and can help members | b: They decide who may vote in Riksdag elections | c: They appoint all judges | d: They run Sweden’s embassies	a: Reprezentują pracowników, negocjują płace i mogą pomagać członkom | b: Decydują, kto może głosować w wyborach do Riksdagu | c: Mianują wszystkich sędziów | d: Prowadzą ambasady Szwecji	Fackförbund är de anställdas organisationer på arbetsmarknaden. De arbetar för bättre villkor, förhandlar med arbetsgivare om löner och kan hjälpa en medlem som får problem på arbetet; de ansvarar inte för val, domare eller ambassader.	Trade unions are employees’ organizations in the labour market. They work for better conditions, negotiate wages with employers, and can help a member who has problems at work; they do not handle elections, judges, or embassies.	Związki zawodowe są organizacjami pracowników na rynku pracy. Działają na rzecz lepszych warunków, negocjują z pracodawcami płace i mogą pomóc członkowi, który ma problem w pracy; nie odpowiadają za wybory, sędziów ani ambasady.	pending_native_review	pending_reviewer_notes
q065	pl	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Arbetsmarknadens parter	28	Hur bestäms löner i Sverige?	How are wages set in Sweden?	Jak ustala się płace w Szwecji?	a	Genom förhandlingar mellan arbetsmarknadens parter	Through negotiations between labour-market parties	Poprzez negocjacje między stronami rynku pracy	a: Genom förhandlingar mellan arbetsmarknadens parter | b: Av staten ensam | c: Genom kommunala val vart fjärde år | d: Genom domstolar i varje enskilt fall	a: Through negotiations between labour-market parties | b: By the state alone | c: Through municipal elections every four years | d: Through courts in each individual case	a: Poprzez negocjacje między stronami rynku pracy | b: Wyłącznie przez państwo | c: Poprzez wybory gminne co cztery lata | d: Przez sądy w każdym pojedynczym przypadku	I Sverige förhandlar fackförbund och arbetsgivarorganisationer om kollektivavtal som reglerar löner och arbetsvillkor. Löner bestäms därför genom förhandlingar mellan arbetsmarknadens parter, inte av staten ensam.	In Sweden, trade unions and employer organizations negotiate collective agreements that regulate wages and working conditions. Wages are therefore set through negotiations between labour-market parties, not by the state alone.	W Szwecji związki zawodowe i organizacje pracodawców negocjują układy zbiorowe, które regulują płace i warunki pracy. Dlatego płace ustala się poprzez negocjacje między stronami rynku pracy, a nie wyłącznie przez państwo.	pending_native_review	pending_reviewer_notes
q066	pl	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Lagar och regler på arbetsmarknaden	29	Varför finns lagar på arbetsmarknaden i Sverige?	Why does Sweden have labour-market laws?	Dlaczego w Szwecji istnieją przepisy rynku pracy?	a	För att skydda anställdas rättigheter och bidra till en trygg arbetsmiljö	To protect employees’ rights and help create a safe work environment	Aby chronić prawa pracowników i pomagać tworzyć bezpieczne środowisko pracy	a: För att skydda anställdas rättigheter och bidra till en trygg arbetsmiljö | b: För att bestämma vem som blir statschef | c: För att styra EU:s fyra friheter | d: För att bestämma datumet för nationaldagen	a: To protect employees’ rights and help create a safe work environment | b: To decide who becomes head of state | c: To regulate the EU’s four freedoms | d: To decide the date of National Day	a: Aby chronić prawa pracowników i pomagać tworzyć bezpieczne środowisko pracy | b: Aby zdecydować, kto zostaje głową państwa | c: Aby regulować cztery swobody Unii Europejskiej | d: Aby zdecydować o dacie Święta Narodowego	Lagar på arbetsmarknaden finns för att skydda de anställdas rättigheter och skapa en trygg arbetsmiljö. De kan handla om arbetstider, arbetsmiljö och semester, och arbetsgivare måste också betala avgifter till staten för de anställdas pension och sjukförsäkring.	Labour-market laws exist to protect employees’ rights and create a safe work environment. They can cover working hours, the work environment, and vacation, and employers must also pay fees to the state for employees’ pension and health insurance.	Przepisy rynku pracy istnieją po to, aby chronić prawa pracowników i tworzyć bezpieczne środowisko pracy. Mogą dotyczyć czasu pracy, środowiska pracy i urlopu, a pracodawcy muszą także płacić państwu składki na emeryturę i ubezpieczenie chorobowe pracowników.	pending_native_review	pending_reviewer_notes
q067	pl	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	A-kassan	29	Vilket stöd kan A-kassan ge arbetslösa medlemmar?	What support can A-kassan provide to unemployed members?	Jakie wsparcie może dać A-kassan bezrobotnym członkom?	a	Den kan betala ut arbetslöshetsersättning till medlemmar	It can pay unemployment benefits to members	Może wypłacać członkom zasiłek dla bezrobotnych	a: Den kan betala ut arbetslöshetsersättning till medlemmar | b: En myndighet som kontrollerar arbetsmiljöer | c: Den bestämmer alla löner i Sverige | d: Den granskar public service-program	a: It can pay unemployment benefits to members | b: A government agency that inspects work environments | c: It sets all wages in Sweden | d: It reviews public-service programmes	a: Może wypłacać członkom zasiłek dla bezrobotnych | b: Urząd państwowy, który kontroluje środowiska pracy | c: Ustala wszystkie płace w Szwecji | d: Sprawdza programy mediów publicznych	Arbetslöshetsförsäkringen kan ge en arbetslös person inkomst under tiden personen söker arbete. A-kassan kan betala ut arbetslöshetsersättning till medlemmar, men ersättning kräver bland annat tillräckligt arbete under en bestämd period och aktivt arbetssökande.	Unemployment insurance can provide income while a person is looking for work. A-kassan can pay unemployment benefits to members, but compensation requires, among other things, enough work during a set period and active job seeking.	Ubezpieczenie od bezrobocia może zapewnić dochód osobie, która szuka pracy. A-kassan może wypłacać członkom zasiłek dla bezrobotnych, ale świadczenie wymaga między innymi wystarczającej pracy w określonym okresie i aktywnego poszukiwania pracy.	pending_native_review	pending_reviewer_notes
q068	pl	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Privatekonomi i Sverige	29	Hur hjälper Kronofogdemyndigheten till med skulder?	How does the Swedish Enforcement Authority help with debts?	Jak Szwedzki Urząd Egzekucyjny pomaga w sprawach długów?	a	Den ser till att skulder blir betalda och kan hjälpa till med skuldsanering	It makes sure debts are paid and can help with debt restructuring	Pilnuje, aby długi były spłacane, i może pomagać w oddłużeniu	a: Den ser till att skulder blir betalda och kan hjälpa till med skuldsanering | b: Att förhandla om kollektivavtal mellan arbetsgivare och fackförbund | c: Att betala ut barnbidrag och pensioner | d: Att granska public service-företagens program	a: It makes sure debts are paid and can help with debt restructuring | b: To negotiate collective agreements between employers and trade unions | c: To pay child allowances and pensions | d: To review public-service companies’ programmes	a: Pilnuje, aby długi były spłacane, i może pomagać w oddłużeniu | b: Negocjowanie układów zbiorowych między pracodawcami i związkami zawodowymi | c: Wypłacanie zasiłków na dzieci i emerytur | d: Kontrolowanie programów mediów publicznych	Kronofogdemyndigheten är en statlig myndighet som ser till att skulder blir betalda. Myndigheten kan också hjälpa personer med stora skulder att få ordning på ekonomin genom skuldsanering; kollektivavtal, bidrag och public service hör till andra delar av samhället.	The Swedish Enforcement Authority is a government agency that makes sure debts are paid. It can also help people with large debts get their finances in order through debt restructuring; collective agreements, benefits, and public service belong to other parts of society.	Szwedzki Urząd Egzekucyjny jest urzędem państwowym, który pilnuje, aby długi były spłacane. Może też pomagać osobom z dużymi długami uporządkować finanse poprzez oddłużenie; układy zbiorowe, świadczenia i media publiczne należą do innych części społeczeństwa.	pending_native_review	pending_reviewer_notes
q069	pl	9	Ch. 09 · The welfare society	Välfärdssamhället	Skatter för Sveriges välfärd	30	Vilken roll har skatter i Sveriges välfärd?	What role do taxes have in Sweden's welfare system?	Jaką rolę mają podatki w szwedzkim systemie dobrobytu?	a	De gör att många tjänster kan finansieras gemensamt	They make it possible to finance many services collectively	Umożliwiają wspólne finansowanie wielu usług	a: De gör att många tjänster kan finansieras gemensamt | b: De ersätter regionernas och kommunernas ansvar | c: De används bara för privata bostadslån | d: De betalas bara av personer som arbetar	a: They make it possible to finance many services collectively | b: They replace the responsibilities of regions and municipalities | c: They are used only for private mortgages | d: They are paid only by people who work	a: Umożliwiają wspólne finansowanie wielu usług | b: Zastępują odpowiedzialność regionów i gmin | c: Są używane tylko na prywatne kredyty mieszkaniowe | d: Płacą je tylko osoby pracujące	En stor del av pengarna till välfärden kommer från skatter. Skatterna gör att viktiga tjänster som skola, sjukvård och vägar kan finansieras gemensamt; de ersätter inte regionernas och kommunernas ansvar och betalas inte bara av personer som arbetar.	A large share of welfare funding comes from taxes. Taxes make it possible to finance important services such as schools, health care, and roads collectively; they do not replace the responsibilities of regions and municipalities, and they are not paid only by people who work.	Duża część pieniędzy na dobrobyt pochodzi z podatków. Podatki umożliwiają wspólne finansowanie ważnych usług, takich jak szkoła, opieka zdrowotna i drogi; nie zastępują odpowiedzialności regionów i gmin ani nie są płacone tylko przez osoby pracujące.	pending_native_review	pending_reviewer_notes
q070	pl	9	Ch. 09 · The welfare society	Välfärdssamhället	Skatter för Sveriges välfärd	30	Vilka betalar skatt i Sverige?	Who pays tax in Sweden?	Kto płaci podatek w Szwecji?	a	Både personer som arbetar och företag betalar skatt i Sverige	Both people who work and companies pay tax in Sweden	Zarówno osoby pracujące, jak i firmy płacą podatki w Szwecji	a: Både personer som arbetar och företag betalar skatt i Sverige | b: Bara personer som arbetar betalar skatt i Sverige | c: Bara företag betalar skatt i Sverige | d: Varken personer som arbetar eller företag betalar skatt i Sverige	a: Both people who work and companies pay tax in Sweden | b: Only people who work pay tax in Sweden | c: Only companies pay tax in Sweden | d: Neither people who work nor companies pay tax in Sweden	a: Zarówno osoby pracujące, jak i firmy płacą podatki w Szwecji | b: Tylko osoby pracujące płacą podatki w Szwecji | c: Tylko firmy płacą podatki w Szwecji | d: Ani osoby pracujące, ani firmy nie płacą podatków w Szwecji	I Sverige betalar både personer som arbetar och företag skatt. Skatteintäkter bidrar till välfärden, så det stämmer inte att bara personer eller bara företag betalar skatt.	In Sweden, both people who work and companies pay tax. Tax revenue helps fund welfare, so it is not correct that only people or only companies pay tax.	W Szwecji podatki płacą zarówno osoby pracujące, jak i firmy. Dochody podatkowe pomagają finansować dobrobyt, więc nie jest prawdą, że podatki płacą tylko osoby albo tylko firmy.	pending_native_review	pending_reviewer_notes
q071	pl	9	Ch. 09 · The welfare society	Välfärdssamhället	Statligt finansierad välfärd	30	Vad finansierar staten inom högre utbildning och forskning?	What does the state finance within higher education and research?	Co państwo finansuje w zakresie szkolnictwa wyższego i badań?	a	Högre utbildning och forskning vid högskolor och universitet	Higher education and research at colleges and universities	Szkolnictwo wyższe i badania w szkołach wyższych oraz na uniwersytetach	a: Högre utbildning och forskning vid högskolor och universitet | b: Sjukhus, vårdcentraler och regional sjukvård | c: Grundskolor, äldreomsorg och socialtjänst | d: Privata bostadslån, kreditkort och bilköp	a: Higher education and research at colleges and universities | b: Hospitals, health centres, and regional health care | c: Compulsory schools, elderly care, and social services | d: Private mortgages, credit cards, and car purchases	a: Szkolnictwo wyższe i badania w szkołach wyższych oraz na uniwersytetach | b: Szpitale, przychodnie i regionalną opiekę zdrowotną | c: Szkoły obowiązkowe, opiekę nad osobami starszymi i pomoc społeczną | d: Prywatne kredyty mieszkaniowe, karty kredytowe i zakup samochodu	Staten finansierar högre utbildning och forskning vid högskolor och universitet. Det är en statligt finansierad del av välfärden, skild från regionernas sjukvård och kommunernas skola och omsorg.	The state funds higher education and research at colleges and universities. This is a state-funded part of welfare, separate from regional health care and municipal schools and care services.	Państwo finansuje szkolnictwo wyższe i badania w szkołach wyższych oraz na uniwersytetach. Jest to finansowana przez państwo część dobrobytu, odrębna od regionalnej opieki zdrowotnej oraz gminnych szkół i usług opiekuńczych.	pending_native_review	pending_reviewer_notes
q072	pl	9	Ch. 09 · The welfare society	Välfärdssamhället	Regionerna ansvarar för sjukvården	30	Vilket ansvar har Sveriges regioner inom välfärden?	What responsibility do Sweden's regions have within welfare?	Jaką odpowiedzialność mają regiony Szwecji w zakresie dobrobytu?	a	Att erbjuda hälso- och sjukvård till alla	To provide health and medical care for everyone	Zapewnianie wszystkim opieki zdrowotnej i medycznej	a: Att erbjuda hälso- och sjukvård till alla | b: Att betala pensioner och studiestöd | c: Att ordna grundskolor, äldreomsorg och socialtjänst | d: Att döma i brottmål vid domstol	a: To provide health and medical care for everyone | b: To pay pensions and study support | c: To arrange compulsory schools, elderly care, and social services | d: To judge criminal cases in court	a: Zapewnianie wszystkim opieki zdrowotnej i medycznej | b: Wypłacanie emerytur i wsparcia na naukę | c: Organizowanie szkół obowiązkowych, opieki nad osobami starszymi i pomocy społecznej | d: Orzekanie w sprawach karnych w sądzie	Sveriges 21 regioner tar ut skatt av sina invånare och ska erbjuda hälso- och sjukvård till alla. Därför är vård rätt svar: regionerna driver och finansierar bland annat sjukhus och vårdcentraler.	Sweden’s 21 regions tax their residents and are responsible for providing health and medical care for everyone. That is why health care is the correct answer: regions run and finance hospitals and health centres.	21 regionów Szwecji pobiera podatek od swoich mieszkańców i ma zapewniać wszystkim opiekę zdrowotną i medyczną. Dlatego opieka zdrowotna jest prawidłową odpowiedzią: regiony prowadzą i finansują między innymi szpitale oraz przychodnie.	pending_native_review	pending_reviewer_notes
