id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q038	zh-Hans	5	Ch. 05 · Law and justice	Lag och rätt	Successionsordningen	16	Vad reglerar successionsordningen?	What does the Act of Succession regulate?	《王位继承法》规定什么？	a	Vem som ska bli kung eller drottning efter den nuvarande monarken	Who will become king or queen after the current monarch	现任君主之后谁将成为国王或女王	a: Vem som ska bli kung eller drottning efter den nuvarande monarken | b: Hur kollektivavtal tecknas | c: När kommunala skolor ska öppna | d: När moms betalas på varor och tjänster	a: Who will become king or queen after the current monarch | b: How collective agreements are signed | c: When municipal schools should open | d: When VAT is paid on goods and services	a: 现任君主之后谁将成为国王或女王 | b: 集体协议如何签订 | c: 市镇学校何时开放 | d: 商品和服务何时缴纳增值税	Successionsordningen är en av Sveriges grundlagar och reglerar tronföljden. Den bestämmer vem som ska bli kung eller drottning efter den nuvarande monarken, så alternativen om arbetsmarknad, skola och skatt hör inte hit.	The Act of Succession is one of Sweden's constitutional laws and regulates succession to the throne. It decides who will become king or queen after the current monarch, so the labour-market, school, and tax alternatives do not belong here.	《王位继承法》是瑞典的基本法之一，规定王位继承。它决定现任君主之后谁将成为国王或女王，所以关于劳动市场、学校和税收的选项不属于这部法律。	pending_native_review	pending_reviewer_notes
q039	zh-Hans	5	Ch. 05 · Law and justice	Lag och rätt	Allemansrätten	17	Vad innebär allemansrätten?	What does the right of public access mean?	公共通行权意味着什么？	a	Den ger alla möjlighet att vara i naturen, men man måste visa ansvar	It gives everyone the opportunity to be in nature, but people must act responsibly	它让所有人都有机会到自然中活动，但必须负责任	a: Den ger alla möjlighet att vara i naturen, men man måste visa ansvar | b: Den ger rätt att gå på åkrar och in i privata trädgårdar | c: Den låter markägare förbjuda all vistelse i skog och mark | d: Den gäller bara personer som äger mark	a: It gives everyone the opportunity to be in nature, but people must act responsibly | b: It gives a right to walk on fields and into private gardens | c: It lets landowners ban all access to woods and land | d: It applies only to people who own land	a: 它让所有人都有机会到自然中活动，但必须负责任 | b: 它给人走上农田和进入私人花园的权利 | c: 它让土地所有者禁止所有人在森林和土地上停留 | d: 它只适用于拥有土地的人	Allemansrätten är skyddad i regeringsformen och ger alla möjlighet att vara i naturen oavsett vem som äger marken. Den måste användas ansvarsfullt: man får inte skada naturen, störa markägaren, gå på åkrar, gå in i privata trädgårdar eller kasta skräp.	The right of public access is protected by the Instrument of Government and lets everyone spend time in nature regardless of who owns the land. It must be used responsibly: people may not damage nature, disturb landowners, walk on fields, enter private gardens, or throw litter.	公共通行权受《政府组织法》保护，让所有人不论土地由谁拥有都能在自然中停留。它必须负责任地使用：不能破坏自然、打扰土地所有者、走上农田或进入私人花园。 (Allemansrätten)	pending_native_review	pending_reviewer_notes
q040	zh-Hans	5	Ch. 05 · Law and justice	Lag och rätt	Rättsväsendet	17	Vilka myndigheter ingår i det svenska rättsväsendet?	Which authorities are part of the Swedish justice system?	哪些机关属于瑞典司法体系？	a	Polisen, Åklagarmyndigheten, domstolar, Brottsoffermyndigheten och Kriminalvården	The Police, Swedish Prosecution Authority, courts, Crime Victim Authority, and Prison and Probation Service	警察、检察署、法院、犯罪受害者机关和监狱与缓刑署	a: Polisen, Åklagarmyndigheten, domstolar, Brottsoffermyndigheten och Kriminalvården | b: Riksdag, regering, regioner och kommuner | c: SR, SVT, UR och tidningar | d: Fackförbund, banker och företag	a: The Police, Swedish Prosecution Authority, courts, Crime Victim Authority, and Prison and Probation Service | b: Riksdag, government, regions, and municipalities | c: SR, SVT, UR, and newspapers | d: Unions, banks, and companies	a: 警察、检察署、法院、犯罪受害者机关和监狱与缓刑署 | b: 国会、政府、区域和市镇 | c: SR、SVT、UR 和报纸 | d: 工会、银行和公司	Det svenska rättsväsendet består av myndigheter som ser till att lagar följs och att staten utövar makt enligt lagen. Rätt lista är Polisen, Åklagarmyndigheten, domstolar, Brottsoffermyndigheten och Kriminalvården; de andra alternativen blandar politiska organ, medier eller privata aktörer.	Sweden's justice system consists of authorities that ensure laws are followed and state power is exercised according to law. The correct list is the Police, Swedish Prosecution Authority, courts, Crime Victim Authority, and Prison and Probation Service; the other alternatives mix political bodies, media, or private actors.	瑞典司法体系由确保法律被遵守、并确保国家依法行使权力的机关组成。正确清单是警察、检察署、法院、犯罪受害者机关和监狱与缓刑署；其他选项列出的是政治层级、媒体或社会组织。	pending_native_review	pending_reviewer_notes
q041	zh-Hans	5	Ch. 05 · Law and justice	Lag och rätt	Rättssäkerhet	17	Vilket påstående beskriver rättssäkerhet i Sverige?	Which statement describes the rule of law in Sweden?	哪一个说法描述了瑞典的法律确定性？	a	Domstolarna är oberoende, och alla har rätt att försvara sig och överklaga en dom	Courts are independent, and everyone has the right to defend themselves and appeal a judgment	法院是独立的，每个人都有权为自己辩护并对判决上诉	a: Domstolarna är oberoende, och alla har rätt att försvara sig och överklaga en dom | b: Regering eller riksdag kan bestämma hur domstolar ska döma | c: En person kan dömas utan att bevis och fakta granskas | d: Rättssäkerhet betyder att vissa personer står över lagen	a: Courts are independent, and everyone has the right to defend themselves and appeal a judgment | b: The government or Riksdag can decide how courts should judge cases | c: A person can be sentenced without evidence and facts being reviewed | d: The rule of law means that some people are above the law	a: 法院是独立的，每个人都有权为自己辩护并对判决上诉 | b: 政府或国会可以决定法院应如何判案 | c: 一个人可以在证据和事实未被审查的情况下被判刑 | d: 法律确定性表示某些人凌驾于法律之上	Rättssäkerhet innebär att alla behandlas lika inför lagen och får en rättvis rättegång där bevis och fakta granskas noggrant. Domstolarna är oberoende; regering och riksdag får inte bestämma hur de ska döma, och den som berörs har rätt att försvara sig med advokat och kan överklaga en dom.	The rule of law means everyone is treated equally before the law and receives a fair trial where evidence and facts are carefully reviewed. Courts are independent; the government and Riksdag may not decide how they judge cases, and the person concerned has the right to defend themselves with a lawyer and can appeal a judgment.	法律确定性表示所有人在法律面前受到平等对待，并有公平审判，证据和事实会被仔细审查。法院是独立的；政府和国会不得决定法院如何判案，受影响的人有权上诉。	pending_native_review	pending_reviewer_notes
q042	zh-Hans	5	Ch. 05 · Law and justice	Lag och rätt	Domstolar	18	Vad gäller för en person som är misstänkt för brott i Sverige?	What applies to a person suspected of a crime in Sweden?	在瑞典，涉嫌犯罪的人适用什么规则？	a	En misstänkt person ska betraktas som oskyldig tills personen har dömts	A suspected person should be considered innocent until the person has been convicted	涉嫌者在被定罪之前应被视为无罪	a: En misstänkt person ska betraktas som oskyldig tills personen har dömts | b: Domstolarna avgör bara frågor mellan föräldrar | c: En dom kan aldrig överklagas till en högre domstol | d: Högsta domstolen prövar alla mål direkt	a: A suspected person should be considered innocent until the person has been convicted | b: Courts decide only disputes between parents | c: A judgment can never be appealed to a higher court | d: The Supreme Court tries all cases directly	a: 涉嫌者在被定罪之前应被视为无罪 | b: 法院只裁决父母之间的问题 | c: 判决永远不能上诉到更高法院 | d: 最高法院直接审理所有案件	Domstolar bedömer om någon är skyldig till brott och vilken påföljd personen i så fall ska få. En misstänkt person ska betraktas som oskyldig tills personen har dömts, och en dom kan överklagas till en högre domstol.	Courts decide whether someone is guilty of a crime and what penalty the person should receive if so. A suspected person should be considered innocent until convicted, and a judgment can be appealed to a higher court.	法院判断某人是否犯了罪，以及如果有罪应受到什么处罚。涉嫌者在被定罪前应被视为无罪，判决可以上诉到更高法院。	pending_native_review	pending_reviewer_notes
q043	zh-Hans	5	Ch. 05 · Law and justice	Lag och rätt	Polisen	18	Vilket påstående beskriver polisens uppgift i Sverige?	Which statement describes the role of the police in Sweden?	哪一个说法描述了瑞典警察的任务？	a	Att upprätthålla lag och ordning samt förebygga och utreda brott	To maintain law and order and prevent and investigate crimes	维护法律和秩序，并预防和调查犯罪	a: Att upprätthålla lag och ordning samt förebygga och utreda brott | b: Att besluta statens budget | c: Att utse nämndemän | d: Att finansiera public service	a: To maintain law and order and prevent and investigate crimes | b: To decide the state budget | c: To appoint lay judges | d: To finance public service broadcasting	a: 维护法律和秩序，并预防和调查犯罪 | b: 决定国家预算 | c: 任命陪审法官 | d: 资助公共服务媒体	Polisens uppgift är att upprätthålla lag och ordning samt att förebygga och utreda brott. Polisen samarbetar också med skolor, kommuner, företag, föreningar och andra myndigheter för trygghet och kan hjälpa personer som utsatts för brott eller behöver skydd.	The police maintain law and order and prevent and investigate crimes. They also work with schools, municipalities, companies, associations, and other authorities for safety and can help people exposed to crime or needing protection.	警察的任务是维护法律和秩序，并预防和调查犯罪。警察也与学校、市镇、公司、协会和其他机关合作以提升安全，并可帮助犯罪受害者或需要保护的人。	pending_native_review	pending_reviewer_notes
q044	zh-Hans	5	Ch. 05 · Law and justice	Lag och rätt	Straffmyndighet och belastningsregister	19	Från vilken ålder är en person i Sverige enligt huvudregeln straffmyndig och kan bli åtalad för brott?	From what age is a person in Sweden criminally responsible and able to be prosecuted for a crime under the main rule?	根据主要规则，在瑞典一个人从几岁起负刑事责任并可能因犯罪被起诉？	b	15 år	15 years	15 岁	a: 13 år | b: 15 år | c: 18 år | d: 21 år	a: 13 years | b: 15 years | c: 18 years | d: 21 years	a: 13 岁 | b: 15 岁 | c: 18 岁 | d: 21 岁	Frågan gäller huvudregeln i 1 kap. 6 § brottsbalken: en person är straffmyndig och kan bli åtalad från 15 års ålder. Proposition 2025/26:246, lämnad till riksdagen den 16 april 2026, föreslår en tidsbegränsad sänkning till 13 år för vissa allvarliga brott som föreslås börja gälla den 2 augusti 2026 och behöver kontrolleras på nytt efter det datumet.	The question asks about the main rule in Chapter 1, Section 6 of the Swedish Penal Code: a person is criminally responsible and can be prosecuted from age 15. Proposition 2025/26:246, submitted to the Riksdag on 16 April 2026, proposes a time-limited lowering to age 13 for certain serious crimes from 2 August 2026 and should be rechecked after that date.	题目问的是瑞典《刑法典》第 1 章第 6 条的主要规则：一个人从 15 岁起负刑事责任并可能被起诉。2025/26:246 号政府提案于 2026 年 4 月 16 日提交国会，建议对某些严重犯罪暂时降至 13 岁；在该建议成为生效法律前，这里的主要规则仍是 15 岁。	pending_native_review	pending_reviewer_notes
q045	zh-Hans	6	Ch. 06 · The role of the media	Mediernas roll	Fria medier	20	Vilka viktiga uppgifter har fria medier i en demokrati?	What important roles do free media play in a democracy?	自由媒体在民主中有哪些重要任务？	a	Att informera, möjliggöra samhällsdebatt och granska personer med makt	To inform, enable public debate, and scrutinize people with power	提供信息、促进社会辩论并监督有权力的人	a: Att informera, möjliggöra samhällsdebatt och granska personer med makt | b: De ska ersätta politiska val | c: De ska alltid styras av staten | d: De ska bara publicera underhållning	a: To inform, enable public debate, and scrutinize people with power | b: They should replace political elections | c: They should always be controlled by the state | d: They should only publish entertainment	a: 提供信息、促进社会辩论并监督有权力的人 | b: 它们应取代政治选举 | c: 它们应始终受国家控制 | d: 它们只应发布娱乐内容	Fria medier informerar om nyheter, ger plats för fri samhällsdiskussion och låter journalister granska politiker och andra personer med makt. De ersätter inte val, ska inte styras av staten och är inte begränsade till underhållning.	Free media inform people about news, provide space for public discussion, and let journalists scrutinize politicians and other people with power. They do not replace elections, should not be controlled by the state, and are not limited to entertainment.	自由媒体报道新闻，提供自由社会讨论的空间，并让记者监督政治人物和其他有权力的人。它们不取代选举，不应受国家控制，也不只限于娱乐。	pending_native_review	pending_reviewer_notes
q046	zh-Hans	6	Ch. 06 · The role of the media	Mediernas roll	Fria medier	20	Hur underlättar offentlighetsprincipen granskning av myndigheter?	How does the principle of public access make it easier to scrutinize authorities?	公开原则如何让监督机关变得更容易？	a	Genom att allmänna handlingar kan begäras ut om de inte omfattas av sekretess	By allowing public documents to be requested unless they are covered by secrecy rules	因为一般公共文件在不受保密规则限制时可以被申请调阅	a: Genom att allmänna handlingar kan begäras ut om de inte omfattas av sekretess | b: Genom att staten bestämmer vad medier får skriva | c: Genom att bara politiker får läsa myndigheters handlingar | d: Genom att alla myndighetsbeslut blir hemliga	a: By allowing public documents to be requested unless they are covered by secrecy rules | b: By letting the state decide what media may write | c: By allowing only politicians to read authority documents | d: By making all authority decisions secret	a: 因为一般公共文件在不受保密规则限制时可以被申请调阅 | b: 因为国家决定媒体可以写什么 | c: 因为只有政治人物可以阅读机关文件 | d: 因为所有机关决定都变成秘密	Offentlighetsprincipen innebär att allmänna handlingar hos myndigheter är offentliga. Journalister och andra kan därför begära ut e-post och andra handlingar för att granska hur beslut har fattats, om handlingarna inte omfattas av sekretess.	The principle of public access means public documents held by authorities are public. Journalists and others can therefore request email and other documents to examine how decisions were made, unless the documents are covered by secrecy rules.	公开原则表示机关持有的一般公共文件是公开的。因此，记者和其他人可以要求取得电子邮件和其他文件，以检查决定是如何作出的，除非这些文件受保密规则限制。	pending_native_review	pending_reviewer_notes
q047	zh-Hans	6	Ch. 06 · The role of the media	Mediernas roll	Fria medier	20	Den som lämnar uppgifter till tidningar, radio och tv har rätt att vara anonym.	A person who gives information to newspapers, radio, and TV has the right to be anonymous.	向报纸、广播和电视提供信息的人有权保持匿名。	true	Sant	True	正确	true: Sant | false: Falskt	true: True | false: False	true: 正确 | false: 错误	En person får lämna uppgifter till tidningar, radio och tv utan att straffas. Den som meddelar sådana uppgifter till medier har också rätt att vara anonym, vilket skyddar källan.	A person may provide information to newspapers, radio, and TV without being punished. Someone who provides this kind of information to media also has the right to remain anonymous, which protects the source.	一个人可以向报纸、广播和电视提供信息而不受惩罚。向媒体提供这类信息的人也有权保持匿名，这可以保护消息来源。	pending_native_review	pending_reviewer_notes
q048	zh-Hans	6	Ch. 06 · The role of the media	Mediernas roll	Public service	21	Vilka tre företag kallas public service i Sverige?	Which three companies are Sweden's public service broadcasters?	瑞典哪三家公司被称为公共服务媒体？	a	Sveriges Radio (SR), Sveriges Television (SVT) och Utbildningsradion (UR)	Swedish Radio (SR), Swedish Television (SVT), and Swedish Educational Broadcasting Company (UR)	瑞典广播（SR）、瑞典电视（SVT）和教育广播（UR）	a: Sveriges Radio (SR), Sveriges Television (SVT) och Utbildningsradion (UR) | b: Polisen, Skatteverket och Migrationsverket | c: Riksdagen, regeringen och domstolarna | d: LO, TCO och Saco	a: Swedish Radio (SR), Swedish Television (SVT), and Swedish Educational Broadcasting Company (UR) | b: The Police, Tax Agency, and Migration Agency | c: The Riksdag, government, and courts | d: LO, TCO, and Saco	a: 瑞典广播（SR）、瑞典电视（SVT）和教育广播（UR） | b: 警察、税务局和移民局 | c: 国会、政府和法院 | d: LO、TCO 和 Saco	Sveriges Radio (SR), Sveriges Television (SVT) och Utbildningsradion (UR) är de tre medieföretag som kallas public service. De har ett särskilt uppdrag, ska erbjuda många olika typer av program och finansieras genom en avgift som tas ut via skatten; myndigheter, politiska organ och fackliga centralorganisationer är därför fel.	Swedish Radio (SR), Swedish Television (SVT), and Swedish Educational Broadcasting Company (UR) are Sweden's public service broadcasters. They have a special mission, should offer many types of programs, and are financed through a fee collected through the tax system; agencies, political bodies, and union confederations are therefore incorrect.	瑞典广播（SR）、瑞典电视（SVT）和教育广播（UR）是被称为公共服务媒体的三家媒体公司。它们有特别任务，应提供多种节目，并通过税收收取的费用资助；因此机关、政治机构和工会中央组织都是错误选项。 (Riksdag; Skatteverket; Migrationsverket)	pending_native_review	pending_reviewer_notes
q049	zh-Hans	6	Ch. 06 · The role of the media	Mediernas roll	Public service	21	Public service-företag ska vara oberoende av politiska och andra intressen.	Public service companies should be independent of political and other interests.	公共服务媒体公司应独立于政治和其他利益。	true	Sant	True	正确	true: Sant | false: Falskt	true: True | false: False	true: 正确 | false: 错误	Public service ska vara oberoende av politiska och andra intressen, rapportera om samhället och låta olika åsikter komma till tals utan att välja sida. Företagen får inte tjäna pengar på reklam, utan finansieras genom en avgift via skatten.	Public service should be independent of political and other interests, report on society, and let different views be heard without taking sides. The companies may not earn money from advertising; instead, they are financed through a fee collected via tax.	公共服务媒体应独立于政治和其他利益，报道社会，并让不同意见在不偏袒任何一方的情况下被听见。这些公司不得靠广告赚钱，而是通过税收收取的费用资助。	pending_native_review	pending_reviewer_notes
q050	zh-Hans	6	Ch. 06 · The role of the media	Mediernas roll	Källkritik	21	Vad betyder det att vara källkritisk?	What does source criticism mean?	来源批判是什么意思？	a	Att ifrågasätta och kontrollera om information är korrekt	Questioning and checking whether information is correct	质疑并检查信息是否正确	a: Att ifrågasätta och kontrollera om information är korrekt | b: Att aldrig läsa nyheter | c: Att bara lita på sociala medier | d: Att sprida uppgifter innan man kontrollerar dem	a: Questioning and checking whether information is correct | b: Never reading news | c: Only trusting social media | d: Spreading information before checking it	a: 质疑并检查信息是否正确 | b: 从不阅读新闻 | c: 只相信社交媒体 | d: 在检查前传播信息	Att vara källkritisk betyder att kontrollera och granska information genom att ifrågasätta om det man läser, ser eller hör är korrekt. Det behövs eftersom information kan komma från många slags källor och falska uppgifter kan spridas snabbt; att aldrig läsa nyheter, bara lita på sociala medier eller sprida okontrollerade uppgifter är motsatsen.	Source criticism means checking and reviewing information by questioning whether what one reads, sees, or hears is correct. This matters because information can come from many kinds of sources and false information can spread quickly; never reading news, trusting only social media, or spreading unchecked claims does the opposite.	来源批判是指通过质疑自己读到、看到或听到的内容是否正确，来检查和审查信息。这很重要，因为信息可能来自许多不同来源，错误信息可能快速传播；从不阅读新闻、只相信社交媒体或传播未经检查的说法，都是相反做法。	pending_native_review	pending_reviewer_notes
q051	zh-Hans	7	Ch. 07 · Human rights	Mänskliga rättigheter	Mänskliga rättigheter gäller alla	22	Varför bildades Förenta nationerna efter andra världskriget?	Why was the United Nations created after the Second World War?	第二次世界大战后为什么成立联合国？	a	För att förhindra krig och skydda människors rättigheter	To prevent war and protect human rights	为了防止战争并保护人权	a: För att förhindra krig och skydda människors rättigheter | b: För att bestämma svenska kommunalskatter | c: För att ersätta EU | d: För att kontrollera alla tidningar	a: To prevent war and protect human rights | b: To decide Swedish municipal taxes | c: To replace the EU | d: To control all newspapers	a: 为了防止战争并保护人权 | b: 为了决定瑞典市政税 | c: 为了取代欧盟 | d: 为了控制所有报纸	Efter andra världskriget 1945 skapade 51 länder Förenta nationerna för att förhindra framtida krig och skydda varje människas rättigheter. Ett av FN:s första uppdrag var att komma överens om rättigheter som alla människor har.	After the Second World War in 1945, 51 countries created the United Nations to prevent future wars and protect every person’s rights. One of the UN’s first tasks was to agree on rights that all people have.	1945 年第二次世界大战后，51 个国家成立联合国，目的是防止未来的战争并保护每个人的权利。联合国最早的任务之一，是就所有人都拥有的权利达成共识。	pending_native_review	pending_reviewer_notes
q052	zh-Hans	7	Ch. 07 · Human rights	Mänskliga rättigheter	FN:s förklaring om de mänskliga rättigheterna	22	Vilket påstående stämmer om FN:s förklaring om de mänskliga rättigheterna?	Which statement is correct about the UN Universal Declaration of Human Rights?	关于联合国《世界人权宣言》，哪一个说法正确？	a	Den presenterades 1948 och innehåller 30 artiklar	It was presented in 1948 and contains 30 articles	它于 1948 年提出，包含 30 条	a: Den presenterades 1948 och innehåller 30 artiklar | b: Den presenterades 1918 och gäller bara Europa | c: Den säger att bara medborgare har rättigheter | d: Den handlar bara om semester från arbetet	a: It was presented in 1948 and contains 30 articles | b: It was presented in 1918 and applies only to Europe | c: It says that only citizens have rights | d: It is only about vacation from work	a: 它于 1948 年提出，包含 30 条 | b: 它于 1918 年提出，只适用于欧洲 | c: 它说只有公民有权利 | d: 它只关于工作休假	FN presenterade förklaringen om de mänskliga rättigheterna 1948, och den innehåller 30 artiklar. Förklaringen utgår från att alla människor är födda fria och lika i värde och rättigheter samt har rätt till ett liv fritt från våld.	The UN presented the Universal Declaration of Human Rights in 1948, and it contains 30 articles. The declaration is based on all people being born free and equal in value and rights and having the right to a life free from violence.	联合国于 1948 年提出《世界人权宣言》，其中包含 30 条。宣言的出发点是所有人生而自由，在价值和权利上一律平等，并有权过免于暴力的生活。	pending_native_review	pending_reviewer_notes
q053	zh-Hans	7	Ch. 07 · Human rights	Mänskliga rättigheter	Jämställdhet mellan könen	23	Vad innebär målet med Sveriges jämställdhetspolitik?	What does the goal of Sweden’s gender equality policy mean?	瑞典性别平等政策的目标是什么意思？	a	Att kvinnor och män ska ha samma rättigheter och skyldigheter och lika mycket makt att påverka samhället och sina egna liv	That women and men should have the same rights and duties and equal power to influence society and their own lives	女性和男性应有相同权利与义务，并有同等权力影响社会和自己的生活	a: Att kvinnor och män ska ha samma rättigheter och skyldigheter och lika mycket makt att påverka samhället och sina egna liv | b: Att jämställdhet bara handlar om hur många kvinnor som finns i politiken | c: Att kvinnor och män ska ha olika rättigheter i arbetslivet | d: Att föräldraledighet bara ska tas av kvinnor	a: That women and men should have the same rights and duties and equal power to influence society and their own lives | b: That gender equality is only about how many women are in politics | c: That women and men should have different rights in working life | d: That parental leave should only be taken by women	a: 女性和男性应有相同权利与义务，并有同等权力影响社会和自己的生活 | b: 性别平等只关于政治中有多少女性 | c: 女性和男性在工作生活中应有不同权利 | d: 育儿假只应由女性休	Sveriges jämställdhetspolitik innebär att kvinnor och män ska ha samma rättigheter och skyldigheter och lika mycket makt att påverka samhället och sina egna liv. Exempel som lika lön, utbildning och delad föräldraledighet visar att de smalare eller motsatta alternativen är fel.	Sweden’s gender equality policy means women and men should have the same rights and duties and equal power to influence society and their own lives. Examples such as equal pay, education, and shared parental leave show that the narrower or opposite alternatives are incorrect.	瑞典的性别平等政策表示女性和男性应有相同权利与义务，并有同等权力影响社会和自己的生活。同工同酬、教育和共享育儿假等例子显示，较狭窄或相反的选项是错的。	pending_native_review	pending_reviewer_notes
q054	zh-Hans	7	Ch. 07 · Human rights	Mänskliga rättigheter	Könsrelaterat våld och förtryck	23	Vad gäller för våld i nära relationer och hedersrelaterat våld och förtryck i Sverige?	What applies to violence in close relationships and honour-related violence and oppression in Sweden?	在瑞典，亲密关系中的暴力以及荣誉相关暴力和压迫适用什么规则？	a	Det är brottsligt enligt svensk lag	They are crimes under Swedish law	这依照瑞典法律是犯罪	a: Det är brottsligt enligt svensk lag | b: Det är alltid en privat familjefråga och inte ett brott | c: Hedersrelaterat våld kan bara drabba vuxna kvinnor | d: Barnäktenskap är tillåtet om familjen samtycker	a: They are crimes under Swedish law | b: They are always private family matters and not crimes | c: Honour-related violence can affect only adult women | d: Child marriage is allowed if the family agrees	a: 这依照瑞典法律是犯罪 | b: 这永远是私人家庭问题，不是犯罪 | c: 荣誉相关暴力只会影响成年女性 | d: 如果家庭同意，童婚是允许的	Rätt svar är att våld i nära relationer och hedersrelaterat våld och förtryck är brottsligt enligt svensk lag. Sexuellt våld, hård kontroll, tvångsäktenskap och barnäktenskap är exempel på sådant våld eller förtryck, vilket gör de andra alternativen fel.	The correct answer is that violence in close relationships and honour-related violence and oppression are crimes under Swedish law. Sexual violence, strict control, forced marriage, and child marriage are examples of this violence or oppression, which makes the other alternatives incorrect.	正确答案是，亲密关系中的暴力以及荣誉相关暴力和压迫，依照瑞典法律都是犯罪。性暴力、严格控制、强迫婚姻和童婚都是这类暴力或压迫的例子，因此其他选项是错的。	pending_native_review	pending_reviewer_notes
q055	zh-Hans	7	Ch. 07 · Human rights	Mänskliga rättigheter	Sexköpslagen	24	Vad gäller för att köpa sex i Sverige?	What applies to buying sex in Sweden?	在瑞典购买性服务适用什么规则？	a	Det är olagligt att köpa sex, men personen som säljer straffas inte	It is illegal to buy sex, but the person who sells it is not punished	购买性服务是违法的，但出售者不受处罚	a: Det är olagligt att köpa sex, men personen som säljer straffas inte | b: Det är alltid lagligt att köpa sex | c: Både köpare och säljare straffas alltid lika | d: Lagen gäller bara företag	a: It is illegal to buy sex, but the person who sells it is not punished | b: It is always legal to buy sex | c: Buyer and seller are always punished equally | d: The law only applies to companies	a: 购买性服务是违法的，但出售者不受处罚 | b: 购买性服务永远合法 | c: 买方和卖方总是受到同样处罚 | d: 法律只适用于公司	Att köpa sex är olagligt i Sverige. Personen som köper sex kan straffas, men personen som säljer sex straffas inte; straffet riktas mot köparen för att markera att sexuellt utnyttjande mot betalning inte är acceptabelt.	Buying sex is illegal in Sweden. The person who buys sex can be punished, but the person who sells sex is not punished; punishment is directed at the buyer to show that sexual exploitation for payment is not acceptable.	在瑞典购买性服务是违法的。购买者可能受到处罚，但出售性服务的人不受处罚；处罚针对买方，是为了表明以付款换取性的剥削不可接受。	pending_native_review	pending_reviewer_notes
q056	zh-Hans	7	Ch. 07 · Human rights	Mänskliga rättigheter	Barns rättigheter	24	Sedan vilket år är barnkonventionen lag i Sverige?	Since what year has the Convention on the Rights of the Child been law in Sweden?	《儿童权利公约》从哪一年起成为瑞典法律？	c	2020	2020	2020 年	a: 1979 | b: 2000 | c: 2020 | d: 2024	a: 1979 | b: 2000 | c: 2020 | d: 2024	a: 1979 年 | b: 2000 年 | c: 2020 年 | d: 2024 年	Barnkonventionen ska skydda alla barns mänskliga rättigheter. I Sverige har barnkonventionen varit lag sedan 2020, därför är 2020 rätt år.	The Convention on the Rights of the Child protects every child’s human rights. In Sweden, the convention has been law since 2020, so 2020 is the correct year.	《儿童权利公约》保护所有儿童的人权。在瑞典，《儿童权利公约》自 2020 年起成为法律，因此 2020 年是正确年份。	pending_native_review	pending_reviewer_notes
q057	zh-Hans	7	Ch. 07 · Human rights	Mänskliga rättigheter	Barns rättigheter	25	Vad beslutade Sverige som första land i världen 1979?	What did Sweden decide as the first country in the world in 1979?	瑞典作为世界上第一个国家在 1979 年决定了什么？	a	Att det är förbjudet att slå barn	That hitting children is prohibited	禁止打孩子	a: Att det är förbjudet att slå barn | b: Att barnkonventionen blev svensk lag | c: Att förbud mot våld bara gäller i skolan | d: Att barn inte omfattas av svensk lag	a: That hitting children is prohibited | b: That the Convention on the Rights of the Child became Swedish law | c: That bans on violence apply only at school | d: That children are not covered by Swedish law	a: 禁止打孩子 | b: 《儿童权利公约》成为瑞典法律 | c: 暴力禁令只适用于学校 | d: 儿童不受瑞典法律保护	Allt våld mot barn är förbjudet både enligt barnkonventionen och svensk lag. År 1979 blev Sverige först i världen med att förbjuda att slå barn; barnkonventionen blev svensk lag först 2020, och förbudet gäller inte bara i skolan.	All violence against children is prohibited under both the Convention on the Rights of the Child and Swedish law. In 1979, Sweden became the first country in the world to prohibit hitting children; the convention became Swedish law only in 2020, and the ban is not limited to schools.	依照《儿童权利公约》和瑞典法律，所有针对儿童的暴力都被禁止。1979 年，瑞典成为世界上第一个禁止打孩子的国家；《儿童权利公约》直到 2020 年才成为瑞典法律，而且禁令不只限于学校。	pending_native_review	pending_reviewer_notes
