id	locale	chapter_id	chapter_label	source_chapter	source_section	source_page	question_sv	question_en	question_target	correct_option_id	correct_option_sv	correct_option_en	correct_option_target	options_sv	options_en	options_target	explanation_sv	explanation_en	explanation_target	native_review_status	reviewer_notes
q054	fa	7	Ch. 07 · Human rights	Mänskliga rättigheter	Könsrelaterat våld och förtryck	23	Vad gäller för våld i nära relationer och hedersrelaterat våld och förtryck i Sverige?	What applies to violence in close relationships and honour-related violence and oppression in Sweden?	در سوئد درباره خشونت در روابط نزدیک و خشونت و سرکوب ناموسی چه چیزی صدق می‌کند؟	a	Det är brottsligt enligt svensk lag	They are crimes under Swedish law	بر اساس قانون سوئد جرم است	a: Det är brottsligt enligt svensk lag | b: Det är alltid en privat familjefråga och inte ett brott | c: Hedersrelaterat våld kan bara drabba vuxna kvinnor | d: Barnäktenskap är tillåtet om familjen samtycker	a: They are crimes under Swedish law | b: They are always private family matters and not crimes | c: Honour-related violence can affect only adult women | d: Child marriage is allowed if the family agrees	a: بر اساس قانون سوئد جرم است | b: همیشه مسئله خصوصی خانوادگی است و جرم نیست | c: خشونت ناموسی فقط می‌تواند زنان بزرگسال را تحت تأثیر قرار دهد | d: ازدواج کودک مجاز است اگر خانواده موافقت کند	Rätt svar är att våld i nära relationer och hedersrelaterat våld och förtryck är brottsligt enligt svensk lag. Sexuellt våld, hård kontroll, tvångsäktenskap och barnäktenskap är exempel på sådant våld eller förtryck, vilket gör de andra alternativen fel.	The correct answer is that violence in close relationships and honour-related violence and oppression are crimes under Swedish law. Sexual violence, strict control, forced marriage, and child marriage are examples of this violence or oppression, which makes the other alternatives incorrect.	پاسخ درست این است که خشونت در روابط نزدیک و خشونت و سرکوب ناموسی طبق قانون سوئد جرم هستند. خشونت جنسی، کنترل شدید، ازدواج اجباری و ازدواج کودک نمونه‌هایی از چنین خشونت یا سرکوبی هستند و به همین دلیل گزینه‌های دیگر نادرست‌اند.	pending_native_review	pending_reviewer_notes
q055	fa	7	Ch. 07 · Human rights	Mänskliga rättigheter	Sexköpslagen	24	Vad gäller för att köpa sex i Sverige?	What applies to buying sex in Sweden?	در سوئد درباره خرید سکس چه چیزی صدق می‌کند؟	a	Det är olagligt att köpa sex, men personen som säljer straffas inte	It is illegal to buy sex, but the person who sells it is not punished	خرید سکس غیرقانونی است، اما فردی که آن را می‌فروشد مجازات نمی‌شود	a: Det är olagligt att köpa sex, men personen som säljer straffas inte | b: Det är alltid lagligt att köpa sex | c: Både köpare och säljare straffas alltid lika | d: Lagen gäller bara företag	a: It is illegal to buy sex, but the person who sells it is not punished | b: It is always legal to buy sex | c: Buyer and seller are always punished equally | d: The law only applies to companies	a: خرید سکس غیرقانونی است، اما فردی که آن را می‌فروشد مجازات نمی‌شود | b: خرید سکس همیشه قانونی است | c: خریدار و فروشنده همیشه به طور برابر مجازات می‌شوند | d: قانون فقط برای شرکت‌ها اعمال می‌شود	Att köpa sex är olagligt i Sverige. Personen som köper sex kan straffas, men personen som säljer sex straffas inte; straffet riktas mot köparen för att markera att sexuellt utnyttjande mot betalning inte är acceptabelt.	Buying sex is illegal in Sweden. The person who buys sex can be punished, but the person who sells sex is not punished; punishment is directed at the buyer to show that sexual exploitation for payment is not acceptable.	خرید سکس در سوئد غیرقانونی است. فردی که سکس می‌خرد می‌تواند مجازات شود، اما فردی که آن را می‌فروشد مجازات نمی‌شود؛ مجازات متوجه خریدار است تا نشان دهد بهره‌کشی جنسی در برابر پول پذیرفتنی نیست.	pending_native_review	pending_reviewer_notes
q056	fa	7	Ch. 07 · Human rights	Mänskliga rättigheter	Barns rättigheter	24	Sedan vilket år är barnkonventionen lag i Sverige?	Since what year has the Convention on the Rights of the Child been law in Sweden?	از چه سالی کنوانسیون حقوق کودک در سوئد قانون شده است؟	c	2020	2020	۲۰۲۰	a: 1979 | b: 2000 | c: 2020 | d: 2024	a: 1979 | b: 2000 | c: 2020 | d: 2024	a: ۱۹۷۹ | b: ۲۰۰۰ | c: ۲۰۲۰ | d: ۲۰۲۴	Barnkonventionen ska skydda alla barns mänskliga rättigheter. I Sverige har barnkonventionen varit lag sedan 2020, därför är 2020 rätt år.	The Convention on the Rights of the Child protects every child’s human rights. In Sweden, the convention has been law since 2020, so 2020 is the correct year.	کنوانسیون حقوق کودک از حقوق انسانی همه کودکان محافظت می‌کند. در سوئد این کنوانسیون از سال ۲۰۲۰ قانون بوده است، پس ۲۰۲۰ سال درست است.	pending_native_review	pending_reviewer_notes
q057	fa	7	Ch. 07 · Human rights	Mänskliga rättigheter	Barns rättigheter	25	Vad beslutade Sverige som första land i världen 1979?	What did Sweden decide as the first country in the world in 1979?	سوئد به عنوان نخستین کشور جهان در سال ۱۹۷۹ چه تصمیمی گرفت؟	a	Att det är förbjudet att slå barn	That hitting children is prohibited	اینکه کتک زدن کودکان ممنوع است	a: Att det är förbjudet att slå barn | b: Att barnkonventionen blev svensk lag | c: Att förbud mot våld bara gäller i skolan | d: Att barn inte omfattas av svensk lag	a: That hitting children is prohibited | b: That the Convention on the Rights of the Child became Swedish law | c: That bans on violence apply only at school | d: That children are not covered by Swedish law	a: اینکه کتک زدن کودکان ممنوع است | b: اینکه کنوانسیون حقوق کودک قانون سوئد شد | c: اینکه ممنوعیت خشونت فقط در مدرسه اعمال می‌شود | d: اینکه کودکان شامل قانون سوئد نمی‌شوند	Allt våld mot barn är förbjudet både enligt barnkonventionen och svensk lag. År 1979 blev Sverige först i världen med att förbjuda att slå barn; barnkonventionen blev svensk lag först 2020, och förbudet gäller inte bara i skolan.	All violence against children is prohibited under both the Convention on the Rights of the Child and Swedish law. In 1979, Sweden became the first country in the world to prohibit hitting children; the convention became Swedish law only in 2020, and the ban is not limited to schools.	همه خشونت‌ها علیه کودکان هم بر اساس کنوانسیون حقوق کودک و هم قانون سوئد ممنوع است. در سال ۱۹۷۹ سوئد نخستین کشور جهان شد که کتک زدن کودکان را ممنوع کرد؛ کنوانسیون حقوق کودک تازه در ۲۰۲۰ قانون سوئد شد و ممنوعیت فقط به مدرسه محدود نیست.	pending_native_review	pending_reviewer_notes
q058	fa	7	Ch. 07 · Human rights	Mänskliga rättigheter	Nationella minoriteter och urfolk	25	Vilka är Sveriges fem nationella minoriteter?	Which groups are Sweden's five national minorities?	پنج اقلیت ملی سوئد کدام‌اند؟	a	Judar, romer, samer, sverigefinnar och tornedalingar	Jews, Roma, Sami, Sweden Finns, and Tornedalians	یهودیان، روماها، سامی‌ها، فنلاندی‌های سوئد و تورندالی‌ها	a: Judar, romer, samer, sverigefinnar och tornedalingar | b: Danskar, norrmän, islänningar, tyskar och fransmän | c: Studenter, pensionärer, företagare, lärare och läkare | d: Stockholmare, göteborgare, malmöbor, uppsalabor och umeåbor	a: Jews, Roma, Sami, Sweden Finns, and Tornedalians | b: Danes, Norwegians, Icelanders, Germans, and French | c: Students, pensioners, entrepreneurs, teachers, and doctors | d: People from Stockholm, Gothenburg, Malmö, Uppsala, and Umeå	a: یهودیان، روماها، سامی‌ها، فنلاندی‌های سوئد و تورندالی‌ها | b: دانمارکی‌ها، نروژی‌ها، ایسلندی‌ها، آلمانی‌ها و فرانسوی‌ها | c: دانشجویان، بازنشستگان، کارآفرینان، معلمان و پزشکان | d: اهالی استکهلم، یوتبری، مالمو، اوپسالا و اومئو	Sverige erkände år 2000 judar, romer, samer, sverigefinnar och tornedalingar som nationella minoriteter. De nationella minoriteterna har särskilt skydd och rätt att använda sina minoritetsspråk i kontakter med myndigheter, förskola och äldreomsorg.	In 2000, Sweden recognized Jews, Roma, Sami, Sweden Finns, and Tornedalians as national minorities. National minorities have special protection and the right to use their minority languages in contacts with authorities, preschool, and elderly care.	سوئد در سال ۲۰۰۰ یهودیان، روماها، سامی‌ها، فنلاندی‌های سوئد و تورندالی‌ها را به عنوان اقلیت‌های ملی به رسمیت شناخت. اقلیت‌های ملی حمایت ویژه دارند و حق دارند در تماس با نهادهای دولتی، پیش‌دبستانی و مراقبت سالمندان از زبان‌های اقلیت خود استفاده کنند.	pending_native_review	pending_reviewer_notes
q059	fa	7	Ch. 07 · Human rights	Mänskliga rättigheter	Nationella minoriteter och urfolk	25	Vilken uppgift har Sametinget?	What is one task of the Sami Parliament?	یکی از وظایف پارلمان سامی چیست؟	a	Att representera den samiska befolkningen i frågor om språk, kultur och identitet	To represent the Sami population on questions of language, culture, and identity	نمایندگی مردم سامی در مسائل زبان، فرهنگ و هویت	a: Att representera den samiska befolkningen i frågor om språk, kultur och identitet | b: Att besluta statens budget | c: Att döma brottmål i domstol | d: Att samordna EU:s fyra friheter	a: To represent the Sami population on questions of language, culture, and identity | b: To decide the state budget | c: To judge criminal cases in court | d: To coordinate the EU’s four freedoms	a: نمایندگی مردم سامی در مسائل زبان، فرهنگ و هویت | b: تصمیم‌گیری درباره بودجه دولت | c: قضاوت درباره پرونده‌های کیفری در دادگاه | d: هماهنگ کردن چهار آزادی اتحادیه اروپا	Samerna är ett erkänt urfolk i Sverige och har ett eget folkvalt parlament, Sametinget. Sametinget representerar den samiska befolkningen i frågor om språk, kultur och identitet och är ett rådgivande organ med vissa myndighetsuppgifter.	The Sami are a recognized Indigenous people in Sweden and have their own elected parliament, the Sami Parliament. The Sami Parliament represents the Sami population on questions of language, culture, and identity and is an advisory body with some public-authority tasks.	سامی‌ها در سوئد به عنوان مردم بومی به رسمیت شناخته شده‌اند و پارلمان منتخب خود، یعنی پارلمان سامی، را دارند. پارلمان سامی مردم سامی را در مسائل زبان، فرهنگ و هویت نمایندگی می‌کند و نهادی مشورتی با برخی وظایف اداری است.	pending_native_review	pending_reviewer_notes
q060	fa	7	Ch. 07 · Human rights	Mänskliga rättigheter	Hbtqi-personer	26	Vad gäller för äktenskap mellan personer av samma kön i Sverige?	What applies to marriage between people of the same sex in Sweden?	در سوئد درباره ازدواج میان افراد هم‌جنس چه چیزی صدق می‌کند؟	a	Det är tillåtet att gifta sig med en person av samma kön	It is permitted to marry a person of the same sex	ازدواج با فرد هم‌جنس مجاز است	a: Det är tillåtet att gifta sig med en person av samma kön | b: Det är förbjudet att gifta sig med en person av samma kön | c: Det är bara tillåtet att leva tillsammans, inte att gifta sig | d: Det är tillåtet bara om en myndighet ger dispens	a: It is permitted to marry a person of the same sex | b: It is prohibited to marry a person of the same sex | c: It is only permitted to live together, not to marry | d: It is permitted only if an agency grants an exemption	a: ازدواج با فرد هم‌جنس مجاز است | b: ازدواج با فرد هم‌جنس ممنوع است | c: فقط زندگی مشترک مجاز است، نه ازدواج | d: فقط اگر یک نهاد دولتی معافیت بدهد مجاز است	Rätt svar är att det är tillåtet att gifta sig med en person av samma kön. Rätten att leva med vem man vill är skyddad i lag, och diskriminering på grund av sexuell läggning, könsidentitet och könsuttryck är förbjuden enligt diskrimineringslagen.	The correct answer is that it is permitted to marry a person of the same sex. The right to live with whomever one wants is protected by law, and discrimination based on sexual orientation, gender identity, and gender expression is prohibited under the Discrimination Act.	پاسخ درست این است که ازدواج با فرد هم‌جنس مجاز است. حق زندگی با هر کسی که فرد می‌خواهد در قانون حمایت شده است و تبعیض بر پایه گرایش جنسی، هویت جنسیتی و بیان جنسیتی بر اساس قانون ضد تبعیض ممنوع است.	pending_native_review	pending_reviewer_notes
q061	fa	7	Ch. 07 · Human rights	Mänskliga rättigheter	Arbetet mot diskriminering	26	Vad är en uppgift för Diskrimineringsombudsmannen (DO)?	What is one role of the Equality Ombudsman (DO)?	یکی از وظایف نهاد رسیدگی به تبعیض (DO) چیست؟	a	Att arbeta för allas lika rättigheter och se till att diskrimineringslagen följs	To work for equal rights for everyone and make sure the Discrimination Act is followed	کار برای حقوق برابر همه و اطمینان از رعایت قانون ضد تبعیض	a: Att arbeta för allas lika rättigheter och se till att diskrimineringslagen följs | b: Att se till att skulder blir betalda och besluta om skuldsanering | c: Att försvara Sverige militärt | d: Att samordna regeringssamarbete mellan de nordiska länderna	a: To work for equal rights for everyone and make sure the Discrimination Act is followed | b: To make sure debts are paid and decide on debt restructuring | c: To defend Sweden militarily | d: To coordinate government cooperation between the Nordic countries	a: کار برای حقوق برابر همه و اطمینان از رعایت قانون ضد تبعیض | b: اطمینان از پرداخت بدهی‌ها و تصمیم‌گیری درباره بازسازی بدهی | c: دفاع نظامی از سوئد | d: هماهنگ کردن همکاری دولتی میان کشورهای نوردیک	Diskrimineringsombudsmannen (DO) är en statlig myndighet som arbetar för allas lika rättigheter och möjligheter. DO ska se till att diskrimineringslagen följs; skulder, militärt försvar och nordiskt regeringssamarbete hör till andra aktörer.	The Equality Ombudsman (DO) is a government agency that works for equal rights and opportunities for everyone. DO makes sure the Discrimination Act is followed; debts, military defence, and Nordic government cooperation belong to other actors.	نهاد رسیدگی به تبعیض (DO) یک اداره دولتی است که برای حقوق و فرصت‌های برابر همه کار می‌کند. DO اطمینان می‌دهد که قانون ضد تبعیض رعایت شود؛ بدهی‌ها، دفاع نظامی و همکاری دولتی نوردیک مربوط به نهادهای دیگر است.	pending_native_review	pending_reviewer_notes
q062	fa	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Så fungerar arbetsmarknaden	27	Vad menas med offentlig sektor i Sverige?	What is the public sector in Sweden?	بخش عمومی در سوئد شامل چه خدمات و فعالیت‌هایی است؟	a	Tjänster och verksamheter som staten, regionerna och kommunerna ansvarar för och finansierar med skatter	Services and activities that the state, regions, and municipalities are responsible for and fund through taxes	خدمات و فعالیت‌هایی که دولت، مناطق و شهرداری‌ها مسئول آن‌ها هستند و با مالیات تأمین می‌شوند	a: Tjänster och verksamheter som staten, regionerna och kommunerna ansvarar för och finansierar med skatter | b: Alla privatägda företag | c: Endast banker och försäkringsbolag | d: Bara ideella föreningar	a: Services and activities that the state, regions, and municipalities are responsible for and fund through taxes | b: All privately owned companies | c: Only banks and insurance companies | d: Only non-profit associations	a: خدمات و فعالیت‌هایی که دولت، مناطق و شهرداری‌ها مسئول آن‌ها هستند و با مالیات تأمین می‌شوند | b: همه شرکت‌های خصوصی | c: فقط بانک‌ها و شرکت‌های بیمه | d: فقط انجمن‌های غیرانتفاعی	Offentlig sektor är verksamheter som staten, regionerna och kommunerna ansvarar för och finansierar med skatter. Dit hör till exempel sjukvårdspersonal, lärare, barnskötare, polis och brandman; privata företag, banker och ideella föreningar är därför fel svar.	The public sector consists of services and activities that the state, regions, and municipalities are responsible for and fund through taxes. Examples include health-care staff, teachers, childcare workers, police, and firefighters; private companies, banks, and non-profit associations are therefore wrong answers.	بخش عمومی در سوئد شامل خدمات و فعالیت‌هایی است که دولت، مناطق و شهرداری‌ها مسئول آن‌ها هستند و با مالیات تأمین می‌شوند. کارکنان درمان، معلمان، مربیان کودک، پلیس و آتش‌نشانان نمونه‌هایی از آن هستند؛ بنابراین شرکت‌های خصوصی، بانک‌ها و انجمن‌های غیرانتفاعی پاسخ درست نیستند.	pending_native_review	pending_reviewer_notes
q063	fa	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Så fungerar arbetsmarknaden	27	Hur stor del av arbetskraften jobbar i privat sektor i Sverige?	What share of the workforce works in Sweden's private sector?	چه سهمی از نیروی کار در سوئد در بخش خصوصی کار می‌کند؟	c	Cirka 70 procent	About 70 percent	حدود ۷۰ درصد	a: Cirka 30 procent | b: Cirka 50 procent | c: Cirka 70 procent | d: Cirka 95 procent	a: About 30 percent | b: About 50 percent | c: About 70 percent | d: About 95 percent	a: حدود ۳۰ درصد | b: حدود ۵۰ درصد | c: حدود ۷۰ درصد | d: حدود ۹۵ درصد	Rätt svar är cirka 70 procent. Den privata sektorn består av företag som ägs privat, till exempel butiker, restauranger, fabriker, byggföretag och andra företag, medan cirka 30 procent av dem som arbetar finns i offentlig sektor.	The correct answer is about 70 percent. The private sector consists of privately owned companies, such as shops, restaurants, factories, construction companies, and other businesses, while about 30 percent of people who work are in the public sector.	پاسخ درست حدود ۷۰ درصد است. بخش خصوصی از شرکت‌های خصوصی تشکیل می‌شود، مانند فروشگاه‌ها، رستوران‌ها، کارخانه‌ها، شرکت‌های ساختمانی و شرکت‌های دیگر، در حالی که حدود ۳۰ درصد افراد شاغل در بخش عمومی هستند.	pending_native_review	pending_reviewer_notes
q064	fa	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Arbetsmarknadens parter	28	Vad gör fackförbund på arbetsmarknaden?	What do trade unions do in the labour market?	اتحادیه‌های کارگری در بازار کار چه می‌کنند؟	a	De företräder arbetstagare, förhandlar om löner och kan hjälpa medlemmar	They represent employees, negotiate wages, and can help members	از کارکنان نمایندگی می‌کنند، درباره دستمزد مذاکره می‌کنند و می‌توانند به اعضا کمک کنند	a: De företräder arbetstagare, förhandlar om löner och kan hjälpa medlemmar | b: De bestämmer vilka som får rösta i riksdagsval | c: De utser alla domare | d: De driver Sveriges ambassader	a: They represent employees, negotiate wages, and can help members | b: They decide who may vote in Riksdag elections | c: They appoint all judges | d: They run Sweden’s embassies	a: از کارکنان نمایندگی می‌کنند، درباره دستمزد مذاکره می‌کنند و می‌توانند به اعضا کمک کنند | b: تعیین می‌کنند چه کسانی حق رأی در انتخابات پارلمان دارند | c: همه قاضیان را منصوب می‌کنند | d: سفارت‌های سوئد را اداره می‌کنند	Fackförbund är de anställdas organisationer på arbetsmarknaden. De arbetar för bättre villkor, förhandlar med arbetsgivare om löner och kan hjälpa en medlem som får problem på arbetet; de ansvarar inte för val, domare eller ambassader.	Trade unions are employees’ organizations in the labour market. They work for better conditions, negotiate wages with employers, and can help a member who has problems at work; they do not handle elections, judges, or embassies.	اتحادیه‌های کارگری سازمان‌های کارکنان در بازار کار هستند. آن‌ها برای شرایط بهتر کار می‌کنند، با کارفرمایان درباره دستمزد مذاکره می‌کنند و می‌توانند به عضوی که در کار دچار مشکل شده کمک کنند؛ آن‌ها مسئول انتخابات، قاضیان یا سفارت‌ها نیستند.	pending_native_review	pending_reviewer_notes
q065	fa	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Arbetsmarknadens parter	28	Hur bestäms löner i Sverige?	How are wages set in Sweden?	دستمزدها در سوئد چگونه تعیین می‌شوند؟	a	Genom förhandlingar mellan arbetsmarknadens parter	Through negotiations between labour-market parties	از طریق مذاکره میان طرف‌های بازار کار	a: Genom förhandlingar mellan arbetsmarknadens parter | b: Av staten ensam | c: Genom kommunala val vart fjärde år | d: Genom domstolar i varje enskilt fall	a: Through negotiations between labour-market parties | b: By the state alone | c: Through municipal elections every four years | d: Through courts in each individual case	a: از طریق مذاکره میان طرف‌های بازار کار | b: فقط توسط دولت | c: از طریق انتخابات شهرداری هر چهار سال یک بار | d: از طریق دادگاه‌ها در هر پرونده جداگانه	I Sverige förhandlar fackförbund och arbetsgivarorganisationer om kollektivavtal som reglerar löner och arbetsvillkor. Löner bestäms därför genom förhandlingar mellan arbetsmarknadens parter, inte av staten ensam.	In Sweden, trade unions and employer organizations negotiate collective agreements that regulate wages and working conditions. Wages are therefore set through negotiations between labour-market parties, not by the state alone.	در سوئد، اتحادیه‌های کارگری و سازمان‌های کارفرمایی درباره قراردادهای جمعی مذاکره می‌کنند که دستمزد و شرایط کار را تنظیم می‌کند. بنابراین دستمزدها از طریق مذاکره میان طرف‌های بازار کار تعیین می‌شود، نه فقط توسط دولت.	pending_native_review	pending_reviewer_notes
q066	fa	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Lagar och regler på arbetsmarknaden	29	Varför finns lagar på arbetsmarknaden i Sverige?	Why does Sweden have labour-market laws?	چرا در سوئد قوانین بازار کار وجود دارد؟	a	För att skydda anställdas rättigheter och bidra till en trygg arbetsmiljö	To protect employees’ rights and help create a safe work environment	برای محافظت از حقوق کارکنان و کمک به ایجاد محیط کار امن	a: För att skydda anställdas rättigheter och bidra till en trygg arbetsmiljö | b: För att bestämma vem som blir statschef | c: För att styra EU:s fyra friheter | d: För att bestämma datumet för nationaldagen	a: To protect employees’ rights and help create a safe work environment | b: To decide who becomes head of state | c: To regulate the EU’s four freedoms | d: To decide the date of National Day	a: برای محافظت از حقوق کارکنان و کمک به ایجاد محیط کار امن | b: برای تعیین اینکه چه کسی رئیس کشور می‌شود | c: برای تنظیم چهار آزادی اتحادیه اروپا | d: برای تعیین تاریخ روز ملی	Lagar på arbetsmarknaden finns för att skydda de anställdas rättigheter och skapa en trygg arbetsmiljö. De kan handla om arbetstider, arbetsmiljö och semester, och arbetsgivare måste också betala avgifter till staten för de anställdas pension och sjukförsäkring.	Labour-market laws exist to protect employees’ rights and create a safe work environment. They can cover working hours, the work environment, and vacation, and employers must also pay fees to the state for employees’ pension and health insurance.	قوانین بازار کار برای محافظت از حقوق کارکنان و ایجاد محیط کار امن وجود دارند. این قوانین می‌توانند درباره ساعت کار، محیط کار و مرخصی باشند و کارفرمایان همچنین باید برای بازنشستگی و بیمه درمانی کارکنان به دولت هزینه بپردازند.	pending_native_review	pending_reviewer_notes
q067	fa	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	A-kassan	29	Vilket stöd kan A-kassan ge arbetslösa medlemmar?	What support can A-kassan provide to unemployed members?	صندوق بیمه بیکاری A-kassan چه حمایتی می‌تواند به اعضای بیکار بدهد؟	a	Den kan betala ut arbetslöshetsersättning till medlemmar	It can pay unemployment benefits to members	می‌تواند به اعضا مقرری بیکاری پرداخت کند	a: Den kan betala ut arbetslöshetsersättning till medlemmar | b: En myndighet som kontrollerar arbetsmiljöer | c: Den bestämmer alla löner i Sverige | d: Den granskar public service-program	a: It can pay unemployment benefits to members | b: A government agency that inspects work environments | c: It sets all wages in Sweden | d: It reviews public-service programmes	a: می‌تواند به اعضا مقرری بیکاری پرداخت کند | b: یک اداره دولتی که محیط‌های کار را بازرسی می‌کند | c: همه دستمزدها در سوئد را تعیین می‌کند | d: برنامه‌های رسانه‌های عمومی را بررسی می‌کند	Arbetslöshetsförsäkringen kan ge en arbetslös person inkomst under tiden personen söker arbete. A-kassan kan betala ut arbetslöshetsersättning till medlemmar, men ersättning kräver bland annat tillräckligt arbete under en bestämd period och aktivt arbetssökande.	Unemployment insurance can provide income while a person is looking for work. A-kassan can pay unemployment benefits to members, but compensation requires, among other things, enough work during a set period and active job seeking.	بیمه بیکاری می‌تواند در زمانی که فرد دنبال کار می‌گردد درآمد فراهم کند. A-kassan می‌تواند به اعضا مقرری بیکاری پرداخت کند، اما دریافت آن از جمله به کار کافی در یک دوره مشخص و جست‌وجوی فعالانه کار نیاز دارد.	pending_native_review	pending_reviewer_notes
q068	fa	8	Ch. 08 · Labour market and personal finance	Arbetsmarknad och privatekonomi	Privatekonomi i Sverige	29	Hur hjälper Kronofogdemyndigheten till med skulder?	How does the Swedish Enforcement Authority help with debts?	اداره اجرای احکام سوئد چگونه در مورد بدهی‌ها کمک می‌کند؟	a	Den ser till att skulder blir betalda och kan hjälpa till med skuldsanering	It makes sure debts are paid and can help with debt restructuring	اطمینان می‌دهد بدهی‌ها پرداخت شوند و می‌تواند در بازسازی بدهی کمک کند	a: Den ser till att skulder blir betalda och kan hjälpa till med skuldsanering | b: Att förhandla om kollektivavtal mellan arbetsgivare och fackförbund | c: Att betala ut barnbidrag och pensioner | d: Att granska public service-företagens program	a: It makes sure debts are paid and can help with debt restructuring | b: To negotiate collective agreements between employers and trade unions | c: To pay child allowances and pensions | d: To review public-service companies’ programmes	a: اطمینان می‌دهد بدهی‌ها پرداخت شوند و می‌تواند در بازسازی بدهی کمک کند | b: مذاکره درباره قراردادهای جمعی میان کارفرمایان و اتحادیه‌های کارگری | c: پرداخت کمک‌هزینه فرزند و مستمری‌ها | d: بررسی برنامه‌های شرکت‌های رسانه عمومی	Kronofogdemyndigheten är en statlig myndighet som ser till att skulder blir betalda. Myndigheten kan också hjälpa personer med stora skulder att få ordning på ekonomin genom skuldsanering; kollektivavtal, bidrag och public service hör till andra delar av samhället.	The Swedish Enforcement Authority is a government agency that makes sure debts are paid. It can also help people with large debts get their finances in order through debt restructuring; collective agreements, benefits, and public service belong to other parts of society.	اداره اجرای احکام سوئد یک اداره دولتی است که اطمینان می‌دهد بدهی‌ها پرداخت شوند. این اداره همچنین می‌تواند از طریق بازسازی بدهی به افرادی که بدهی‌های زیادی دارند کمک کند اقتصاد خود را سامان دهند؛ قراردادهای جمعی، مزایا و رسانه عمومی به بخش‌های دیگر جامعه مربوط است.	pending_native_review	pending_reviewer_notes
q069	fa	9	Ch. 09 · The welfare society	Välfärdssamhället	Skatter för Sveriges välfärd	30	Vilken roll har skatter i Sveriges välfärd?	What role do taxes have in Sweden's welfare system?	مالیات‌ها در نظام رفاه سوئد چه نقشی دارند؟	a	De gör att många tjänster kan finansieras gemensamt	They make it possible to finance many services collectively	باعث می‌شوند بسیاری از خدمات به صورت مشترک تأمین مالی شوند	a: De gör att många tjänster kan finansieras gemensamt | b: De ersätter regionernas och kommunernas ansvar | c: De används bara för privata bostadslån | d: De betalas bara av personer som arbetar	a: They make it possible to finance many services collectively | b: They replace the responsibilities of regions and municipalities | c: They are used only for private mortgages | d: They are paid only by people who work	a: باعث می‌شوند بسیاری از خدمات به صورت مشترک تأمین مالی شوند | b: جایگزین مسئولیت‌های مناطق و شهرداری‌ها می‌شوند | c: فقط برای وام‌های مسکن خصوصی استفاده می‌شوند | d: فقط افرادی که کار می‌کنند آن‌ها را می‌پردازند	En stor del av pengarna till välfärden kommer från skatter. Skatterna gör att viktiga tjänster som skola, sjukvård och vägar kan finansieras gemensamt; de ersätter inte regionernas och kommunernas ansvar och betalas inte bara av personer som arbetar.	A large share of welfare funding comes from taxes. Taxes make it possible to finance important services such as schools, health care, and roads collectively; they do not replace the responsibilities of regions and municipalities, and they are not paid only by people who work.	بخش بزرگی از پول رفاه از مالیات‌ها می‌آید. مالیات‌ها باعث می‌شوند خدمات مهمی مانند مدرسه، مراقبت درمانی و جاده‌ها به طور مشترک تأمین مالی شوند؛ آن‌ها جایگزین مسئولیت مناطق و شهرداری‌ها نمی‌شوند و فقط توسط افراد شاغل پرداخت نمی‌شوند.	pending_native_review	pending_reviewer_notes
q070	fa	9	Ch. 09 · The welfare society	Välfärdssamhället	Skatter för Sveriges välfärd	30	Vilka betalar skatt i Sverige?	Who pays tax in Sweden?	چه کسانی در سوئد مالیات می‌پردازند؟	a	Både personer som arbetar och företag betalar skatt i Sverige	Both people who work and companies pay tax in Sweden	هم افراد شاغل و هم شرکت‌ها در سوئد مالیات می‌پردازند	a: Både personer som arbetar och företag betalar skatt i Sverige | b: Bara personer som arbetar betalar skatt i Sverige | c: Bara företag betalar skatt i Sverige | d: Varken personer som arbetar eller företag betalar skatt i Sverige	a: Both people who work and companies pay tax in Sweden | b: Only people who work pay tax in Sweden | c: Only companies pay tax in Sweden | d: Neither people who work nor companies pay tax in Sweden	a: هم افراد شاغل و هم شرکت‌ها در سوئد مالیات می‌پردازند | b: فقط افراد شاغل در سوئد مالیات می‌پردازند | c: فقط شرکت‌ها در سوئد مالیات می‌پردازند | d: نه افراد شاغل و نه شرکت‌ها در سوئد مالیات نمی‌پردازند	I Sverige betalar både personer som arbetar och företag skatt. Skatteintäkter bidrar till välfärden, så det stämmer inte att bara personer eller bara företag betalar skatt.	In Sweden, both people who work and companies pay tax. Tax revenue helps fund welfare, so it is not correct that only people or only companies pay tax.	در سوئد هم افراد شاغل و هم شرکت‌ها مالیات می‌پردازند. درآمد مالیاتی به تأمین مالی رفاه کمک می‌کند، بنابراین درست نیست که فقط افراد یا فقط شرکت‌ها مالیات بپردازند.	pending_native_review	pending_reviewer_notes
